24,66,68,94
96,18,36,60
49,75,92,54
16,8,87,71
51,36,78,79
80,1,36,45
80,55,54,15
0,49,66,36
68,85,70,55
68,36,46,55
72,92,54,39
73,68,46,55
0,18,11,58
64,49,46,71
41,82,45,97
78,10,5,22
49,92,46,70
72,74,45,47
25,15,37,7
8,59,4,22
72,97,71,47
46,81,19,43
96,49,82,41
24,19,96,36
66,68,46,55
89,97,41,79
24,49,19,21
96,49,18,42
89,39,78,49
11,92,54,55
89,18,43,87
43,92,54,47
97,4,22,78
57,26,58,15
82,68,46,55
24,19,36,5
71,39,70,87
74,45,46,55
41,42,51,66
89,18,22,79
40,17,80,85
28,37,94,7
96,1,82,53
66,83,36,5
66,68,46,55
68,85,46,55
41,82,18,15
78,66,92,54
49,50,83,21
40,57,26,94
81,85,21,70
0,72,38,39
40,33,26,3
40,25,61,55
41,82,43,35
80,43,68,55
89,49,75,94
80,51,5,47
97,99,5,94
41,82,18,94
0,43,39,71
1,36,71,49
19,43,28,37
64,97,46,0
58,83,60,53
18,85,46,55
24,41,92,79
11,49,83,0
96,18,4,38
64,49,66,22
0,73,83,49
24,11,92,54
82,68,46,55
49,43,37,1
20,21,46,55
16,8,72,38
70,68,46,55
43,28,37,7
66,75,92,54
66,18,46,55
64,89,11,47
80,78,18,22
40,81,21,5
8,97,22,57
24,1,43,76
1,18,43,55
40,26,28,37
0,35,43,85
96,18,46,22
96,68,46,55
78,18,46,55
24,75,93,53
41,68,55,15
78,10,36,22
66,75,58,37
80,43,54,79
19,28,37,71
40,57,26,54
68,55,46,71
0,97,75,5
1,74,53,45
80,0,36,93
68,85,46,55
96,92,94,22
49,26,36,94
58,43,20,78
18,36,5,60
89,10,43,20
99,76,53,79
96,99,43,20
49,58,59,71
59,58,11,36
0,49,64,24
40,49,43,41
92,28,37,7
0,57,36,20
99,83,68,46
70,68,46,55
89,66,92,54
96,66,80,46
46,68,70,55
8,16,58,55
80,1,36,46
0,43,39,87
70,20,44,15
49,47,94,71
38,80,79,39
18,68,66,46
43,75,57,15
0,49,18,79
58,47,38,39
49,58,92,54
75,92,85,54
89,49,58,11
92,7,54,79
24,49,52,17
81,51,68,46
17,66,92,54
18,68,46,55
10,75,43,36
49,18,33,71
33,53,46,55
58,10,22,39
75,68,46,55
96,57,26,43
11,59,99,79
96,1,43,20
40,24,79,15
10,83,68,55
3,43,21,71
46,68,54,92
94,92,54,55
49,66,75,46
72,16,22,8
19,10,51,70
97,60,36,7
0,25,36,96
75,92,54,22
24,18,93,71
16,8,86,97
33,51,68,55
68,85,46,55
1,93,37,94
40,68,46,55
0,99,45,22
96,17,75,55
80,21,46,55
41,82,19,55
80,71,94,87
72,49,36,0
80,99,55,47
55,37,78,7
92,68,54,55
21,43,85,70
18,20,46,68
81,19,37,7
40,57,43,28
33,68,46,55
64,18,68,46
49,83,39,87
18,43,92,54
1,49,57,71
40,33,26,70
41,82,36,49
19,43,21,47
96,18,75,22
46,43,85,70
68,7,46,36
92,68,54,55
97,22,38,47
20,36,85,70
64,36,71,39
81,37,94,7
92,47,54,22
24,81,52,71
1,83,93,71
49,82,94,33
96,50,43,55
64,66,83,39
96,81,1,73
18,37,46,55
80,81,49,47
97,60,71,15
97,66,5,22
8,16,22,46
41,66,15,79
16,89,74,45
24,49,35,60
24,94,71,87
49,74,36,45
72,41,58,82
96,81,43,47
97,92,54,22
81,51,46,49
10,28,37,7
0,68,5,55
58,75,66,78
96,11,75,54
17,37,85,70
89,75,57,49
72,49,11,47
24,26,96,61
80,99,75,43
96,68,46,55
68,87,46,55
58,11,5,79
51,19,36,5
54,86,92,22
60,61,44,87
0,73,5,70
0,41,5,39
0,43,60,71
0,41,68,46
68,47,46,55
17,18,37,7
0,94,87,71
58,68,46,55
40,68,46,55
0,25,36,52
96,74,66,78
51,68,46,55
82,68,53,55
46,92,54,55
41,82,46,55
37,7,28,71
8,74,45,78
96,57,26,60
40,33,26,57
43,61,71,87
72,8,16,97
26,57,75,83
74,36,20,94
49,85,1,70
10,92,78,79
80,40,68,85
46,55,38,47
0,49,87,47
49,71,46,39
1,82,60,85
40,20,36,21
64,41,82,75
40,26,43,15
96,33,66,94
80,82,36,42
71,39,94,87
41,82,99,97
96,18,43,54
18,92,54,79
41,82,94,39
10,76,38,47
75,37,38,39
96,89,18,20
82,71,38,47
64,11,75,94
80,49,64,1
96,42,36,60
11,68,46,55
19,37,20,21
68,7,46,55
94,68,46,55
40,28,37,7
80,43,19,70
24,41,82,96
1,43,20,59
66,58,53,22
20,7,5,55
82,68,21,55
24,18,99,37
0,25,74,44
78,66,92,54
80,58,66,22
40,73,21,71
81,26,20,1
24,73,50,52
17,20,1,68
0,73,40,36
0,1,36,5
64,41,82,96
24,92,54,22
96,75,20,47
64,41,11,39
96,28,37,7
40,57,26,49
0,41,58,7
96,73,3,60
80,1,43,60
41,58,83,38
24,60,96,46
68,85,70,55
99,41,82,75
81,20,46,68
18,19,21,70
18,11,70,47
96,81,18,51
0,74,36,45
33,68,46,55
41,92,54,55
0,89,86,79
25,43,93,71
96,1,68,47
66,68,46,55
92,60,54,79
96,55,5,71
36,68,46,55
40,57,26,43
0,33,5,57
0,25,26,5
49,74,4,45
18,83,5,22
40,57,18,26
0,68,46,55
1,92,54,36
44,5,46,55
1,43,85,57
96,18,43,47
81,18,68,46
24,68,46,55
1,83,20,37
80,33,43,36
96,24,36,5
96,57,26,71
40,26,80,70
96,80,92,54
96,68,46,55
81,21,5,39
0,97,58,36
40,57,26,18
25,92,54,55
41,82,11,78
64,58,15,47
58,92,22,15
89,18,75,49
74,43,45,39
94,71,87,39
16,28,37,7
68,55,94,79
5,66,45,74
72,1,75,55
0,74,3,52
54,68,46,55
43,28,37,7
96,18,83,4
96,57,26,64
18,35,68,46
80,51,92,54
17,68,46,55
19,85,21,71
66,92,54,47
74,43,45,47
96,78,18,22
74,75,71,47
0,49,50,80
82,28,37,7
0,66,18,36
41,83,5,94
41,82,42,94
0,76,68,55
40,26,37,7
41,82,36,55
80,18,19,46
72,38,94,79
17,68,55,7
74,45,78,39
54,68,85,70
81,87,94,71
96,68,46,55
18,36,85,76
39,5,94,87
64,81,82,33
58,83,74,15
24,43,45,79
96,18,92,54
17,82,53,41
97,58,79,41
64,74,94,87
43,36,28,7
58,60,36,47
57,26,71,79
10,33,18,43
54,17,46,55
58,92,37,54
96,28,37,7
17,10,36,5
64,40,66,47
43,66,18,22
92,22,54,44
43,20,85,55
96,78,22,15
0,25,58,78
46,68,60,52
43,76,61,87
0,85,4,21
96,20,54,92
68,21,46,55
46,17,19,94
68,85,46,55
41,82,43,15
68,5,46,55
57,68,5,55
36,5,60,55
55,68,85,15
0,49,39,87
96,43,20,5
18,22,38,47
96,36,38,47
0,26,40,96
72,51,36,5
8,41,82,18
46,92,54,55
46,10,68,78
40,64,36,78
96,49,18,80
0,83,36,15
80,64,35,36
96,18,43,28
81,28,37,7
46,68,70,55
0,66,78,39
24,50,61,85
96,19,36,15
74,58,45,94
58,75,22,55
42,47,38,39
80,51,92,54
96,0,18,66
66,68,46,55
96,1,43,20
96,75,18,64
64,41,82,99
75,18,21,85
4,68,46,55
24,68,46,55
68,60,46,55
97,20,21,57
49,18,54,97
80,43,85,47
24,96,68,39
37,20,5,36
49,83,43,58
24,1,60,47
64,57,36,15
18,36,46,71
71,39,94,87
81,52,5,44
66,60,36,79
28,37,70,7
35,43,55,49
58,28,37,7
64,49,60,36
64,49,83,36
0,36,96,94
10,99,45,15
96,49,92,54
64,41,18,55
0,36,21,70
43,35,36,47
18,68,46,55
49,66,75,82
0,49,64,60
66,28,37,7
96,24,18,21
1,20,55,47
40,57,26,60
72,64,11,47
64,97,80,37
8,97,18,66
40,57,26,47
96,35,10,18
83,61,46,7
0,20,55,71
0,25,80,43
24,60,52,71
96,68,46,55
41,82,43,15
96,68,46,55
16,97,4,79
49,83,94,47
96,68,54,55
96,83,54,47
73,82,36,71
96,10,37,85
41,82,36,45
18,66,43,47
64,97,83,15
24,99,68,36
64,89,83,60
38,66,76,54
80,49,96,0
33,10,19,76
40,49,5,22
38,58,22,47
96,92,85,22
66,92,54,22
75,10,43,20
49,83,92,54
25,19,46,55
0,18,92,54
33,18,46,55
25,51,44,5
18,55,46,47
42,59,52,47
66,28,46,7
43,39,71,87
68,21,46,55
17,44,37,1
41,82,35,97
1,83,35,82
8,16,10,11
72,89,64,79
10,51,28,70
57,93,71,47
33,99,57,87
94,18,46,55
49,28,37,7
97,82,36,41
40,26,28,87
96,18,92,21
81,18,19,5
46,92,54,68
0,43,18,80
64,58,75,87
20,60,46,71
96,18,92,54
80,1,43,85
18,68,46,55
24,82,96,15
49,47,38,39
72,10,36,5
16,97,58,1
96,99,36,85
89,41,82,85
96,49,60,22
24,5,94,39
40,57,35,7
96,10,47,15
51,68,70,55
96,43,36,5
80,41,82,54
0,33,52,47
11,92,54,39
35,43,4,39
74,45,71,87
43,28,37,7
74,52,93,71
8,75,79,55
97,53,1,79
74,45,87,47
33,68,46,55
96,49,43,36
0,1,36,5
18,68,85,55
96,24,70,87
99,60,54,79
49,58,94,41
58,68,46,55
64,0,96,5
10,36,5,44
41,58,35,79
0,83,60,15
74,45,54,47
80,81,92,54
53,92,93,54
38,58,18,78
72,16,22,8
37,43,36,28
40,57,26,64
43,51,20,85
1,68,46,55
43,68,46,55
64,49,26,20
81,19,39,87
41,82,68,70
33,58,25,15
83,68,46,55
78,66,18,22
18,28,37,7
33,92,54,15
40,89,26,57
18,37,46,7
57,43,36,94
17,51,87,39
46,58,94,47
43,68,46,55
17,68,85,55
0,40,26,11
96,92,54,22
49,92,54,36
97,26,36,47
1,28,37,7
49,35,46,55
94,49,87,79
16,97,36,47
10,74,45,5
18,85,70,22
49,51,92,21
46,58,22,55
92,15,54,39
57,83,5,71
96,43,75,85
80,17,43,96
17,68,46,55
75,60,94,87
80,57,75,72
97,43,36,22
24,18,75,78
96,18,68,55
18,26,85,46
37,21,71,87
81,43,36,60
58,82,38,47
16,8,74,45
81,68,46,25
96,47,87,71
8,16,40,15
80,42,28,94
66,79,78,47
64,49,82,36
80,18,70,55
54,96,46,55
16,8,99,86
21,68,85,55
66,68,46,55
75,82,43,87
24,1,58,45
80,1,66,60
20,43,36,5
33,19,22,49
1,36,44,76
72,57,76,46
58,26,60,37
25,20,21,87
11,79,22,39
40,1,43,70
5,28,36,37
40,57,26,68
64,0,18,11
72,15,7,47
54,92,38,47
40,81,85,46
24,41,82,79
41,82,33,47
0,97,66,47
72,41,82,36
18,66,85,46
0,53,5,94
24,33,43,79
96,0,22,78
78,66,42,22
41,18,43,47
66,18,38,47
96,68,46,55
75,68,46,55
19,18,51,96
66,51,42,86
20,36,5,87
0,17,21,7
97,28,38,47
72,8,75,22
41,82,11,5
17,51,21,47
80,26,40,55
0,49,99,36
16,8,45,87
66,43,54,47
83,36,87,71
81,18,5,47
25,5,85,70
96,33,50,5
66,18,92,54
43,68,55,15
68,87,46,55
0,73,43,20
96,68,46,55
54,18,46,55
64,76,60,7
17,68,70,55
96,66,18,92
41,82,94,87
97,58,1,41
33,43,92,54
96,74,45,78
83,1,18,3
97,99,60,78
18,68,46,55
97,10,99,45
24,36,96,44
66,43,38,47
1,74,58,45
1,18,43,70
80,66,35,82
24,94,79,71
21,85,70,71
49,51,22,78
43,45,94,15
10,18,11,39
96,78,18,22
81,68,46,55
92,68,54,15
61,11,36,5
89,43,94,47
18,43,46,55
74,82,68,45
96,18,92,54
78,11,22,87
82,18,92,79
24,68,46,55
83,68,93,70
96,8,18,78
0,1,80,24
96,11,18,75
80,18,64,54
18,68,46,55
68,79,46,55
18,92,54,76
83,68,46,55
38,92,54,47
51,68,46,55
18,68,46,55
80,17,66,51
43,83,36,85
0,33,11,80
40,49,75,21
21,7,85,71
68,22,46,55
70,21,85,46
1,10,43,20
68,5,46,55
80,17,35,57
24,96,46,55
64,57,3,52
10,43,94,47
7,28,5,87
40,0,19,92
35,28,54,92
83,92,54,68
18,99,68,54
33,94,70,49
43,68,55,47
72,66,58,78
43,66,51,55
80,75,43,46
18,92,54,55
0,28,37,47
18,92,47,39
54,18,92,86
1,43,20,94
25,61,5,87
40,57,26,36
0,68,38,47
51,68,46,55
57,43,85,70
80,75,20,93
57,26,22,79
46,20,70,55
24,96,85,94
24,4,68,55
68,79,46,47
40,33,82,26
64,0,36,5
64,59,36,15
96,89,75,21
49,36,20,55
33,44,7,79
96,74,45,39
66,75,46,55
16,8,82,41
64,99,36,47
81,18,19,20
0,83,87,71
40,24,60,36
71,39,94,87
68,7,46,55
24,82,85,86
37,7,28,15
66,92,54,22
54,46,92,78
96,68,28,79
17,18,75,55
19,28,37,7
92,28,54,7
78,10,51,22
1,18,20,47
96,49,42,43
96,18,80,22
96,57,28,47
0,49,20,76
46,66,61,70
4,68,46,55
1,53,94,71
92,22,54,68
49,43,28,60
64,49,35,5
16,8,11,45
51,68,46,55
97,99,15,47
96,58,18,22
96,78,43,22
54,18,87,15
41,74,75,45
80,68,46,55
89,43,36,21
16,58,22,71
24,36,37,7
18,43,22,71
96,43,68,21
0,60,85,70
72,82,75,79
80,33,18,75
96,17,75,60
75,36,5,70
17,5,22,49
40,57,26,74
24,33,59,55
33,10,94,25
11,26,83,20
96,60,93,46
83,92,54,15
43,15,47,39
24,49,58,97
16,49,46,15
80,64,60,15
0,89,78,22
89,75,60,46
97,74,45,15
24,43,96,47
41,26,92,82
0,43,20,96
64,49,58,79
49,35,92,54
43,19,68,21
96,16,75,78
75,68,22,39
41,68,46,55
41,44,85,70
89,66,10,79
0,26,39,87
59,20,45,52
78,92,22,15
70,19,94,87
66,43,53,47
1,10,36,76
40,57,26,87
8,16,74,22
96,18,79,15
37,7,28,47
96,41,18,54
0,64,36,5
16,33,72,8
1,5,85,70
96,18,80,86
97,39,71,87
66,51,92,54
43,36,78,22
43,68,46,55
75,58,99,22
40,43,21,55
75,87,94,71
49,26,60,47
0,57,26,40
18,68,46,55
82,39,38,47
33,50,68,70
64,24,58,60
54,92,46,55
26,75,43,60
16,97,75,54
64,97,66,11
94,15,71,87
64,58,36,47
72,58,87,39
82,39,87,71
72,66,36,22
46,49,70,55
18,43,66,55
74,26,45,47
33,21,94,25
0,1,36,47
68,55,46,87
80,49,92,54
0,74,36,45
24,75,36,92
16,41,39,87
18,19,46,55
24,33,85,94
64,75,22,55
96,11,92,71
81,28,5,70
96,66,68,55
57,87,94,71
64,74,43,45
17,82,51,41
54,92,22,47
40,18,47,15
38,18,68,46
72,97,78,79
74,28,45,15
22,79,38,47
49,68,46,33
96,18,92,54
96,68,36,55
8,74,26,45
46,68,36,55
66,68,46,55
40,0,18,28
68,22,46,55
64,49,83,36
18,92,54,47
8,78,22,71
68,85,46,55
24,28,37,7
0,41,58,97
16,8,74,11
64,52,78,15
68,85,46,55
3,36,87,71
0,74,36,55
66,36,5,94
0,21,36,5
89,57,26,45
19,76,61,55
0,49,43,87
80,83,20,55
46,18,78,55
49,87,17,71
74,11,46,22
75,92,54,55
78,36,38,47
19,51,68,55
46,43,92,54
81,36,85,70
0,49,96,97
92,68,78,55
49,36,70,68
64,33,75,25
28,36,37,7
72,8,22,47
64,57,10,66
80,43,36,20
74,37,78,7
35,28,37,7
80,75,51,22
17,19,33,87
75,47,87,71
49,58,36,5
64,25,21,94
96,66,92,54
57,75,22,55
50,36,60,47
57,26,39,87
49,76,1,36
8,16,26,82
51,43,44,39
96,0,92,54
0,60,93,71
96,18,44,79
96,74,72,86
