24,68,94
96,36,60
75,92,54
16,87,71
36,78,79
1,74,45
80,54,15
0,49,36
68,70,55
68,46,55
72,92,54
68,46,55
0,66,18
64,49,71
41,82,45
10,5,22
49,46,70
72,74,45
15,37,7
59,4,22
72,97,47
81,19,43
49,82,41
24,19,96
68,46,55
97,41,79
24,49,21
96,49,18
89,78,49
11,92,54
89,43,87
43,92,54
97,22,78
57,26,15
68,46,55
19,36,5
39,70,87
74,45,55
42,51,66
18,22,79
40,17,85
28,37,7
96,82,53
66,83,36
68,46,55
68,85,55
82,18,15
66,92,54
50,83,21
40,57,26
85,21,70
0,72,39
33,26,3
40,25,55
41,82,43
80,43,55
89,49,75
80,51,5
97,5,94
82,18,94
0,39,71
1,36,49
19,43,37
64,97,46
58,83,60
18,85,70
41,92,79
11,49,83
96,66,38
64,49,66
0,73,83
24,11,92
68,46,55
49,43,37
20,21,55
16,8,72
68,46,55
28,37,7
75,92,54
66,18,55
64,89,47
78,18,22
40,81,5
8,97,22
24,43,76
18,43,55
40,28,37
0,35,43
96,66,46
68,46,55
18,46,55
75,93,53
41,68,15
78,10,22
66,75,37
80,43,54
19,37,71
40,26,54
68,55,71
0,97,75
74,53,45
80,36,93
68,46,55
96,94,87
49,26,36
43,20,78
36,5,60
1,10,20
99,76,79
96,43,20
49,58,71
58,11,36
0,49,64
49,43,41
28,37,7
0,36,5
99,83,46
68,46,55
66,92,54
96,66,46
68,70,55
8,16,55
80,1,36
0,43,87
20,44,15
49,47,71
38,79,39
18,68,46
43,75,15
0,49,79
58,47,39
49,92,54
92,85,54
89,49,11
92,54,79
24,49,96
81,51,68
66,92,54
68,46,55
75,43,36
49,18,71
33,53,55
58,22,39
75,68,46
57,26,43
11,99,79
96,43,20
40,24,15
83,68,55
3,43,21
68,54,92
94,92,54
66,75,46
72,16,22
19,10,51
97,60,36
0,36,96
92,54,22
24,93,71
16,8,86
51,68,55
68,46,55
1,37,94
68,46,55
0,99,22
96,17,75
80,21,46
41,82,19
80,94,87
72,49,36
99,55,47
37,78,7
92,54,55
43,85,70
18,20,46
81,19,7
40,43,28
33,68,55
64,18,46
49,39,87
18,92,54
1,49,71
40,33,70
41,82,36
19,43,21
96,18,22
43,68,85
68,46,36
92,54,55
22,38,47
36,85,70
64,71,39
81,94,7
92,54,22
24,81,71
1,93,71
49,82,94
50,43,55
64,83,39
96,81,1
18,37,46
80,81,47
97,60,15
97,66,5
8,16,22
41,66,79
16,74,45
49,35,60
94,71,87
49,74,36
72,58,82
96,81,43
97,92,54
81,51,49
10,28,7
0,5,55
58,75,78
96,75,54
17,85,70
89,75,49
72,11,47
24,26,96
80,75,43
68,46,55
68,46,55
58,11,79
51,19,36
54,92,22
60,61,44
0,73,70
0,41,39
0,60,71
0,68,55
68,46,55
17,18,7
0,87,71
58,46,55
40,68,55
0,36,5
96,74,78
51,68,55
82,68,53
92,54,55
41,82,55
7,37,71
74,45,78
57,26,60
40,33,57
61,71,87
72,8,16
26,75,83
36,20,94
49,85,70
10,92,78
80,40,68
46,38,47
49,87,47
49,46,39
1,60,85
20,36,21
41,82,75
40,26,15
96,33,66
80,82,36
39,94,87
41,82,97
96,43,54
92,54,79
82,94,39
10,76,47
75,38,39
96,89,18
82,38,47
64,11,75
80,49,1
96,36,60
11,68,55
37,20,21
68,46,55
68,46,55
28,37,7
80,19,70
24,41,82
1,43,20
66,53,22
7,5,55
82,68,55
18,99,37
0,25,44
66,92,54
80,58,22
73,21,71
81,20,1
24,73,52
17,20,68
0,40,36
0,36,5
64,41,82
24,54,22
96,75,47
64,41,11
28,37,7
40,57,26
0,41,7
96,73,60
80,1,43
41,58,38
