64,96,66,68,80,55,24,94
96,36,41,15,18,20,25,60
68,38,75,49,83,54,55,92
70,71,8,15,16,17,85,87
36,41,78,79,80,51,22,58
96,1,36,74,45,80,20,85
96,99,4,15,80,54,55,22
0,66,36,70,43,44,15,49
68,70,41,46,50,85,55,25
68,36,5,75,46,80,20,55
1,39,72,11,20,54,87,92
0,68,73,75,46,85,55,24
0,66,42,11,78,18,58,94
64,0,71,46,80,49,20,22
97,41,74,45,79,82,22,58
5,41,10,44,78,47,82,22
68,70,46,78,49,22,54,92
66,38,72,74,43,45,47,94
0,89,37,7,15,21,25,28
97,4,39,8,20,22,58,59
97,38,71,72,47,16,60,93
0,68,43,46,80,81,18,19
96,35,41,43,49,82,24,57
96,1,36,11,19,53,55,24
96,66,68,39,43,46,55,24
97,35,41,79,82,50,20,89
96,40,49,19,83,21,24,92
96,64,0,66,36,42,49,18
97,39,41,75,78,49,53,89
68,8,11,46,54,55,58,92
97,71,43,47,18,52,87,89
96,66,42,43,47,54,58,92
96,97,1,0,4,43,78,22
0,58,36,40,72,15,57,26
68,40,46,82,20,53,55,61
96,36,5,44,46,19,55,24
4,70,71,39,85,87,93,94
68,36,74,45,46,54,55,92
66,41,42,82,51,22,25,58
38,46,79,47,18,22,55,89
70,40,43,80,17,50,85,57
37,7,19,25,26,28,93,94
96,1,80,82,83,50,53,94
66,36,5,39,8,44,16,83
66,68,70,46,92,54,55,60
68,36,44,46,85,54,55,92
96,1,41,43,47,15,82,18
66,38,78,47,54,57,58,92
70,43,81,49,50,83,21,59
40,11,15,18,57,26,93,94
70,43,44,81,51,85,21,55
0,5,38,39,72,71,73,79
33,3,40,73,15,21,57,26
68,40,81,18,55,25,59,61
35,41,42,43,82,18,54,57
0,68,43,46,80,52,55,24
99,75,11,49,89,59,60,94
35,5,41,43,47,80,51,85
97,1,99,5,41,11,20,94
41,42,78,82,18,89,58,94
0,64,39,71,43,11,44,16
1,3,36,71,43,44,49,50
37,7,43,44,19,21,55,28
64,97,0,68,46,20,54,92
8,10,83,53,58,59,60,94
1,68,70,46,18,85,55,25
4,41,79,82,54,24,89,92
0,5,38,39,11,47,49,83
96,1,4,38,75,18,24,58
64,0,66,36,11,47,49,22
0,96,73,49,83,51,25,92
96,99,68,11,54,55,24,92
96,68,41,46,82,86,55,54
64,1,33,37,7,43,49,28
1,68,46,19,20,21,85,55
38,8,72,78,79,16,86,87
96,68,70,46,81,85,55,89
68,37,70,7,43,46,55,28
66,75,76,60,80,18,54,92
66,68,46,17,18,81,22,55
64,0,96,36,11,47,82,89
38,8,42,78,80,18,22,61
5,40,81,51,83,21,87,60
97,33,66,8,79,16,22,57
96,1,33,37,10,43,76,24
1,68,36,43,46,18,20,55
37,7,40,19,20,24,26,28
0,64,35,43,50,85,25,61
96,66,78,46,80,18,22,55
96,66,68,46,47,51,21,55
68,78,46,80,18,54,55,92
96,40,75,53,21,24,60,93
68,41,46,15,82,55,57,92
66,36,5,10,78,15,49,22
96,66,37,41,75,82,58,28
0,36,41,43,79,80,54,92
1,36,37,71,19,52,26,28
1,40,43,80,20,54,57,26
1,68,71,46,17,81,18,55
0,97,66,36,5,75,49,60
1,72,74,11,45,52,53,20
0,36,44,80,52,21,93,94
68,70,76,46,85,55,57,60
96,78,47,22,87,54,92,94
36,40,41,49,20,26,60,94
1,43,75,78,20,85,86,58
1,36,5,18,51,54,60,93
96,1,37,41,10,43,20,89
66,99,36,5,76,79,20,53
96,1,99,71,43,20,54,24
71,11,79,49,83,58,59,93
36,5,39,11,53,58,59,60
0,64,97,96,36,49,24,25
35,70,40,41,43,49,85,57
37,7,28,15,54,22,26,92
0,1,36,5,43,44,20,57
99,68,39,71,10,46,83,87
68,70,46,81,20,85,55,60
96,66,78,18,54,55,89,92
96,1,66,36,46,80,20,53
68,70,38,46,47,51,85,55
68,8,75,46,79,16,55,58
0,1,36,43,46,80,20,55
0,39,71,10,43,87,24,58
68,70,43,44,46,15,20,55
64,71,10,78,47,49,87,94
38,39,42,78,79,80,47,22
66,99,68,35,46,78,18,55
43,75,11,46,15,53,57,92
0,96,79,49,18,83,20,58
26,38,39,40,10,47,57,58
39,41,49,82,83,54,58,92
68,75,46,85,54,55,21,92
42,11,78,47,49,51,89,58
4,7,39,11,79,49,54,92
96,1,38,73,49,17,52,24
68,37,70,46,81,17,51,55
66,75,17,19,53,54,25,92
68,74,45,46,18,82,55,24
3,36,5,10,75,43,44,61
33,71,39,46,80,49,18,83
33,68,8,42,46,53,54,55
38,39,41,10,78,22,58,92
96,68,75,46,53,54,55,92
96,1,40,43,49,18,57,26
96,99,36,11,79,49,83,59
96,1,0,43,47,81,20,53
96,39,40,79,15,16,24,93
96,68,41,10,80,83,85,55
3,4,71,43,93,21,60,61
96,68,46,18,54,55,22,92
68,46,80,54,55,87,92,94
66,68,42,75,46,49,55,89
72,8,79,16,15,22,86,57
68,70,10,46,19,51,85,55
97,99,36,5,37,7,60,93
0,96,36,5,45,15,21,25
64,0,36,75,49,54,22,92
35,36,71,18,24,57,93,25
0,97,8,74,45,47,16,86
33,68,5,43,46,51,21,55
1,3,68,70,46,85,55,93
0,1,37,15,49,20,93,94
68,38,40,46,81,18,54,55
0,99,74,44,45,83,20,22
96,68,75,46,15,17,55,94
66,68,46,80,51,21,55,59
3,68,41,42,80,82,19,55
71,7,46,80,55,87,57,94
0,1,36,5,72,43,49,22
99,68,5,4,11,47,80,55
66,68,37,36,7,46,78,55
68,11,46,80,18,54,55,92
68,70,43,47,81,21,85,55
1,68,43,46,17,18,20,55
68,37,7,73,46,81,19,28
37,40,43,47,21,57,26,28
33,68,76,46,19,55,59,61
64,0,97,68,36,46,18,55
68,39,71,46,49,83,87,55
41,42,43,80,18,82,54,92
1,71,15,49,83,87,57,60
33,68,70,40,46,55,57,26
0,97,66,36,41,49,82,89
33,43,47,81,49,19,21,25
96,68,75,78,18,22,55,87
68,4,70,43,46,47,85,55
68,36,7,46,78,18,22,55
68,46,15,85,54,55,24,92
64,97,68,38,44,47,22,55
36,68,70,75,76,20,85,55
64,36,71,39,74,49,87,94
96,35,37,70,7,81,28,94
37,10,43,28,47,54,22,92
3,71,73,76,81,52,87,24
1,5,71,10,83,52,25,93
33,35,41,49,82,53,87,94
96,68,43,50,61,20,55,93
64,66,38,39,78,83,54,26
96,1,73,43,81,51,20,60
68,37,7,46,47,18,55,28
96,1,43,47,80,81,49,20
97,36,71,43,15,79,20,60
97,66,5,41,10,51,85,22
66,8,74,45,46,16,22,59
66,8,41,15,16,79,82,26
64,36,5,74,45,16,82,89
96,1,33,35,71,49,24,60
64,36,71,11,87,24,59,94
36,5,74,45,78,49,54,92
72,41,11,43,45,82,58,94
96,68,43,46,47,81,51,55
97,66,42,78,51,54,22,92
68,46,81,49,51,21,87,24
3,5,37,7,73,10,25,28
0,68,5,36,46,55,24,94
66,75,11,45,78,22,89,58
96,11,75,18,54,24,59,92
37,70,42,76,17,82,85,59
64,96,75,49,18,20,89,57
97,38,72,11,47,49,55,26
96,38,40,43,47,24,26,61
99,38,75,43,15,80,47,58
96,68,5,43,46,22,55,24
68,39,71,46,55,87,61,94
1,5,11,44,79,89,58,94
0,36,5,44,51,19,21,25
11,78,47,54,86,22,92,61
97,68,39,10,44,87,60,61
0,5,70,73,42,85,54,59
0,35,5,39,41,44,82,87
0,39,71,43,46,87,58,60
0,1,68,36,41,11,46,55
68,38,46,47,17,18,49,55
33,37,7,43,17,18,89,28
0,71,74,49,82,87,25,94
97,68,43,46,15,55,25,58
68,37,5,7,40,46,55,28
0,36,5,44,49,52,21,25
96,66,74,11,78,18,20,61
99,68,4,42,75,46,51,55
1,35,68,41,82,53,55,59
68,42,46,80,18,54,55,92
68,5,41,46,79,82,20,55
3,37,7,71,52,87,28,94
33,66,8,74,45,78,16,22
96,99,40,75,18,57,26,60
33,3,5,40,73,41,57,26
38,71,40,43,87,25,26,61
97,72,8,78,16,51,22,89
40,75,46,83,55,24,57,26
0,36,5,74,76,45,20,94
1,66,68,5,70,76,49,85
66,99,10,78,79,54,22,92
68,36,70,40,80,18,85,93
68,38,41,46,47,15,82,55
0,39,45,47,49,82,83,87
68,71,39,46,49,50,55,87
1,68,70,42,82,51,85,60
0,36,5,40,10,15,20,21
64,33,71,41,75,43,82,20
1,40,43,15,18,20,54,26
96,33,66,71,17,18,87,94
96,36,70,41,42,80,82,85
0,71,39,75,83,87,25,94
97,1,99,35,41,82,54,92
96,1,75,43,18,54,22,24
75,79,80,17,18,54,89,92
0,39,41,11,82,87,89,94
0,38,73,10,76,47,83,21
37,38,39,42,75,47,93,61
96,68,46,17,18,20,55,89
38,71,41,76,47,15,82,20
64,0,71,11,75,60,93,94
64,1,79,80,49,54,57,92
96,66,36,5,42,57,26,60
68,72,10,11,44,46,53,55
68,37,43,19,20,21,85,55
96,68,37,7,75,46,51,55
68,70,71,75,46,85,55,94
68,37,7,40,41,92,54,28
68,70,43,46,80,19,85,55
96,0,97,35,70,41,82,24
1,4,70,43,20,24,58,59
66,71,45,52,53,22,58,60
36,5,7,51,20,21,55,28
68,70,75,46,80,82,21,55
1,99,4,37,18,54,24,89
0,7,41,74,11,44,45,25
66,41,78,16,82,54,22,92
66,40,41,43,46,80,22,58
36,5,70,71,40,73,21,85
1,5,7,41,43,81,20,26
96,3,5,73,42,50,52,24
1,3,68,75,43,17,81,20
0,1,36,5,40,73,46,80
0,1,33,36,5,10,43,49
64,96,66,41,42,82,89,58
11,78,54,22,24,87,92,94
96,1,43,75,47,18,20,60
64,0,39,41,74,11,45,87
96,33,37,7,80,18,26,28
40,75,46,49,87,57,26,60
0,38,7,40,41,44,45,58
96,3,68,73,76,46,55,60
96,1,43,80,54,24,89,60
35,38,71,41,82,83,58,94
96,64,68,46,20,55,24,60
68,70,38,46,80,50,85,55
96,99,41,75,11,49,82,89
64,96,68,71,43,46,81,20
0,64,70,18,19,21,85,57
68,70,11,46,47,18,85,55
96,46,81,18,51,21,54,92
0,36,74,75,45,79,18,22
33,68,41,46,17,20,87,55
68,41,10,43,82,54,55,92
0,10,75,79,86,89,94,57
4,71,43,15,50,25,58,93
96,1,68,43,46,47,80,55
0,96,66,1,68,43,46,55
97,60,79,47,20,54,58,92
96,68,5,71,40,46,85,55
33,36,68,46,21,55,24,28
5,40,43,47,49,57,26,25
0,33,5,70,74,83,57,60
0,5,78,49,54,25,26,57
4,74,76,45,78,49,57,58
5,42,78,49,18,83,51,22
96,33,40,44,16,18,57,26
0,96,68,36,46,49,18,55
1,36,5,43,20,54,59,92
64,36,5,74,43,44,46,55
1,70,40,43,20,85,57,93
96,43,79,47,18,51,54,92
68,46,81,18,85,21,55,92
96,68,75,46,83,55,24,89
1,5,37,18,83,20,52,87
33,36,43,44,47,80,21,85
96,66,36,5,41,10,47,24
96,36,5,71,75,24,57,26
70,40,11,80,81,19,85,26
96,68,46,80,55,86,54,92
96,66,68,70,40,46,18,55
64,5,39,81,49,21,53,93
0,97,36,5,74,43,45,58
36,40,10,78,18,53,57,26
68,41,43,54,55,25,92,94
41,11,78,79,82,89,58,60
64,38,75,15,47,89,58,94
66,11,78,15,51,22,58,92
96,66,42,75,49,18,89,92
5,39,74,43,44,45,79,61
0,70,71,39,38,87,93,94
37,7,8,41,16,25,28,61
68,38,46,79,78,87,55,94
0,66,36,5,74,10,45,49
1,68,38,72,75,46,49,55
0,3,40,74,52,85,24,94
68,37,46,20,85,54,55,92
37,7,43,47,49,82,87,28
96,4,36,80,18,83,25,93
96,64,36,40,20,55,57,26
35,68,70,42,46,18,85,22
38,11,47,80,51,54,24,92
68,37,43,46,17,19,20,55
33,70,71,19,85,21,55,89
96,66,38,47,80,54,57,92
96,66,38,74,43,45,47,58
96,66,8,42,78,18,22,94
97,71,74,75,45,47,87,89
0,1,3,80,49,50,82,87
37,7,41,44,82,53,59,28
0,66,36,4,42,46,18,83
36,5,41,10,76,82,83,94
35,4,41,42,82,57,93,94
0,68,38,73,76,45,46,55
33,37,7,40,43,57,26,28
64,1,66,0,36,41,82,55
96,68,44,46,80,18,19,55
1,38,72,79,47,15,52,94
68,37,7,43,46,17,18,55
96,66,39,74,45,78,22,92
68,70,46,50,85,54,55,92
96,71,81,18,51,87,92,94
96,68,75,46,17,54,55,92
68,36,70,76,46,18,85,26
36,5,39,44,16,87,58,94
64,33,35,41,10,81,82,85
39,7,74,44,45,15,83,58
4,74,43,45,79,47,20,24
96,5,78,47,18,51,54,92
71,41,42,46,17,82,53,87
0,97,4,41,79,81,89,58
64,71,73,74,41,44,87,94
1,36,37,7,40,43,81,28
36,43,76,47,49,58,60,61
96,0,71,79,18,57,26,92
96,33,70,10,43,18,85,24
0,5,46,17,55,54,87,94
37,7,43,92,47,54,58,28
96,36,37,5,7,49,18,28
36,5,10,76,17,50,51,52
64,66,68,40,47,89,26,57
66,39,8,43,47,49,18,22
66,44,78,47,18,22,54,92
1,70,71,43,20,85,55,61
96,0,66,40,78,15,22,26
0,66,5,75,11,78,25,58
96,66,68,75,46,18,52,60
0,71,43,76,50,52,87,61
0,4,5,70,18,85,21,87
96,35,68,60,18,20,54,92
66,68,46,21,54,55,24,92
33,68,46,17,19,51,21,94
66,68,70,76,46,85,21,55
41,43,11,15,47,18,82,87
0,68,5,36,46,21,55,93
1,68,5,70,46,85,55,57
36,5,68,46,49,18,55,60
0,68,11,15,17,85,55,25
0,64,66,36,39,71,49,87
96,36,5,4,41,43,81,20
96,66,35,38,41,47,18,22
96,36,38,46,47,16,20,59
0,96,64,36,40,49,57,26
0,36,5,72,49,51,83,24
96,35,8,41,79,16,82,18
96,33,68,75,46,54,55,92
