0,3,24,36,38,39,40,44,46,47,54,55,64,66,68,70,71,73,75,76,80,82,83,85,87,89,92,94,96,99
1,5,10,15,18,20,21,24,25,36,37,38,39,41,43,44,50,52,53,60,61,64,71,75,76,79,81,82,83,96
1,3,15,20,21,24,33,36,38,43,44,46,47,49,50,53,54,55,61,68,70,71,75,81,83,85,86,89,92,99
1,3,4,8,10,15,16,17,18,41,44,49,50,51,52,55,64,66,68,70,71,80,81,82,85,87,93,94,97,99
4,5,10,11,15,17,18,22,36,38,41,42,44,47,49,51,54,58,64,66,72,75,76,78,79,80,82,89,92,96
0,1,4,5,11,15,17,18,20,21,25,26,36,37,45,46,49,51,53,55,61,64,68,74,75,80,81,85,94,96
4,11,15,18,22,24,25,38,39,41,46,47,49,53,54,55,58,61,64,68,71,72,73,75,80,87,92,94,96,99
0,1,3,7,15,19,20,21,25,26,28,36,37,38,43,44,49,50,52,53,59,61,64,66,70,73,76,81,85,93
5,15,18,19,20,21,24,25,35,36,38,41,43,44,46,47,49,50,55,59,60,64,68,70,71,73,81,82,85,87
0,3,4,5,15,18,20,24,25,36,46,49,51,52,55,61,64,66,68,70,73,74,75,76,78,79,80,86,94,97
1,8,10,11,16,20,24,25,26,39,40,43,49,53,54,57,60,61,71,72,74,76,83,86,87,92,93,94,97,99
0,3,5,10,11,17,18,21,24,38,42,46,47,49,51,54,55,59,66,68,70,73,75,76,78,85,89,92,96,99
0,1,4,5,8,11,16,18,25,39,41,42,44,49,53,54,58,64,66,70,72,75,78,79,80,82,83,89,92,94
0,1,8,16,20,21,22,26,36,39,40,43,44,46,49,50,55,57,59,61,64,68,70,71,75,79,80,85,87,94
4,15,17,18,21,22,25,26,33,35,40,41,45,47,49,51,58,61,66,68,74,78,79,82,83,87,93,94,97,99
3,5,10,11,18,22,24,26,36,38,40,41,44,47,50,51,52,57,58,59,61,64,72,73,76,78,79,80,82,83
17,18,22,25,26,41,42,43,46,49,54,55,57,59,64,66,68,70,71,75,78,79,80,82,85,87,89,92,93,94
1,3,4,7,11,24,35,36,37,38,39,43,44,45,47,50,53,58,59,66,71,72,73,74,76,79,83,87,94,97
0,7,15,19,20,21,24,25,28,36,37,43,46,49,51,55,61,64,66,68,70,71,74,80,81,83,85,89,96,97
4,8,11,16,20,22,26,35,38,39,40,41,46,53,55,57,58,59,61,66,68,70,76,78,79,82,83,85,89,97
8,11,16,18,22,26,38,41,42,46,47,54,55,57,58,60,66,71,72,75,78,79,82,83,87,89,92,93,96,97
0,1,4,5,17,18,19,20,21,22,25,43,46,47,51,55,60,64,68,70,73,75,76,78,80,81,85,87,96,99
1,3,5,10,15,24,26,35,36,39,40,41,43,44,49,50,57,60,61,64,73,76,79,81,82,89,93,96,97,99
1,3,5,7,11,15,19,20,24,28,33,36,42,43,44,46,51,52,53,55,59,60,61,68,73,80,81,83,96,99
1,7,15,20,24,25,26,28,33,37,39,40,41,43,44,45,46,49,54,55,61,66,68,71,74,75,82,87,94,96
0,1,8,10,16,20,26,35,40,41,43,44,45,46,50,55,57,59,66,68,70,71,74,79,82,85,87,89,94,97
3,7,19,20,21,24,25,28,37,40,49,50,52,53,54,55,57,59,60,61,71,73,75,81,83,85,92,93,96,99
0,4,5,10,17,18,22,35,36,41,42,46,49,53,54,60,64,66,75,78,79,82,87,89,92,93,94,96,97,99
0,1,3,5,20,24,25,39,41,43,45,47,49,52,53,59,66,71,74,75,76,78,79,82,83,86,87,89,94,97
0,5,8,10,11,16,18,20,25,36,38,39,40,41,45,46,49,51,53,54,55,58,60,64,68,74,75,76,80,92
0,1,4,5,11,18,38,39,43,45,47,49,52,53,60,64,66,71,73,74,75,76,79,80,83,87,89,94,96,97
0,1,4,5,11,17,22,24,36,38,41,42,43,47,49,53,54,58,64,66,70,73,75,78,79,80,89,92,94,96
0,1,4,11,18,20,22,24,25,36,41,43,46,49,55,58,60,64,68,70,71,75,78,79,83,85,89,93,96,97
0,1,4,5,7,8,15,18,22,26,28,36,37,40,42,49,57,58,59,60,64,66,72,78,79,80,83,87,94,97
1,3,7,16,20,25,28,35,36,40,41,43,45,46,50,52,53,55,59,60,61,66,68,74,76,82,83,93,96,97
