24,94
36,60
75,92
87,71
36,79
1,74
54,15
49,36
70,55
46,55
72,92
68,55
0,66
49,71
41,82
10,5
49,46
74,45
37,7
4,22
97,47
81,19
49,82
24,19
46,55
97,79
49,21
96,49
89,78
92,54
89,43
43,92
97,22
57,15
46,55
36,5
70,87
74,45
42,51
18,22
40,85
37,7
96,53
66,36
68,55
68,85
82,15
66,92
83,21
40,26
21,70
0,39
26,3
40,25
41,82
80,43
49,75
80,51
97,94
82,94
39,71
1,36
43,37
64,97
83,60
18,85
92,79
49,83
96,38
64,49
0,83
24,11
68,55
49,43
20,21
16,8
68,55
28,37
92,54
66,18
89,47
18,22
40,5
97,22
24,43
43,55
40,37
0,43
96,46
46,55
18,55
93,53
68,15
10,22
66,75
80,54
37,71
26,54
68,71
0,75
74,45
80,36
68,55
94,87
49,36
43,78
36,5
10,20
99,76
96,20
49,71
58,36
0,49
49,43
28,7
0,36
99,83
68,55
66,92
96,66
68,55
8,55
1,36
43,87
20,15
49,71
79,39
18,46
75,15
0,49
58,39
49,92
92,54
89,49
92,79
24,49
51,68
66,92
68,46
43,36
49,71
33,55
58,22
75,68
57,43
11,99
96,43
40,15
83,55
43,21
68,92
92,54
66,75
72,22
19,51
60,36
0,36
92,54
24,93
16,8
51,55
68,55
1,94
68,55
0,99
17,75
80,46
41,82
94,87
72,36
99,47
37,7
92,54
43,70
18,46
81,19
40,43
33,68
64,18
39,87
18,92
1,71
40,33
41,82
43,21
96,18
43,85
68,46
92,55
38,47
85,70
71,39
81,94
92,54
24,71
1,71
49,94
50,43
83,39
96,81
18,46
81,47
97,15
97,66
8,22
66,79
16,74
49,35
71,87
74,36
72,58
96,43
92,54
81,51
10,28
0,5
58,78
96,75
17,85
89,49
72,47
24,96
80,43
68,55
46,55
58,11
19,36
54,22
60,44
0,73
41,39
0,71
0,68
68,46
17,18
0,71
58,55
68,55
0,36
96,78
51,55
82,68
92,54
41,82
7,71
74,45
57,60
40,33
71,87
72,8
75,83
36,94
49,85
10,92
80,68
46,38
49,47
49,46
60,85
36,21
41,75
40,15
96,33
80,36
94,87
41,97
96,54
54,79
94,39
10,47
75,38
89,18
82,47
64,75
49,1
36,60
11,68
20,21
46,55
46,55
28,37
80,70
24,82
1,43
66,22
5,55
82,55
18,99
0,44
92,54
80,58
73,71
81,20
24,73
20,68
0,36
36,5
41,82
54,22
96,47
64,11
28,37
57,26
0,7
96,60
80,1
58,38
24,46
85,70
41,75
81,46
18,70
70,47
18,51
0,74
33,68
41,92
89,86
43,71
1,68
68,55
92,54
96,71
36,55
40,26
0,33
25,5
49,74
18,83
57,18
68,46
92,54
44,5
1,43
96,43
81,55
68,55
1,20
33,43
66,36
57,26
40,26
96,80
96,46
5,39
0,58
57,26
92,54
82,11
58,47
22,15
89,18
74,45
87,39
37,7
94,79
66,74
72,75
3,52
46,55
43,7
18,4
96,64
35,46
80,92
46,55
21,71
66,92
74,45
96,66
71,47
0,80
82,37
0,36
83,5
41,82
0,55
40,26
41,36
80,18
72,79
17,68
74,78
85,70
94,71
96,55
18,85
94,87
81,33
58,74
43,45
18,92
82,53
97,58
74,87
43,36
58,47
57,79
18,43
17,46
58,28
28,7
36,5
64,47
66,18
92,54
43,20
22,15
0,5
68,60
43,61
4,21
20,92
46,55
17,94
46,55
82,15
46,55
57,55
36,5
85,15
49,87
96,5
38,47
38,47
0,26
72,5
82,18
46,54
10,78
40,78
96,18
36,15
35,36
43,28
37,7
70,55
78,39
24,85
19,36
74,45
58,22
42,39
51,92
18,66
68,55
96,1
96,18
41,82
18,85
4,55
68,55
68,46
97,21
49,18
43,47
24,39
20,5
83,43
24,60
64,15
36,71
39,87
81,5
60,79
28,7
35,43
28,7
60,36
49,36
0,36
45,15
96,49
64,41
0,36
35,36
68,55
49,66
0,49
28,7
96,24
55,47
57,60
11,47
64,37
18,66
57,26
10,18
83,7
0,71
0,80
60,71
68,46
82,43
68,55
97,79
83,47
96,55
96,54
73,71
96,85
82,45
66,43
64,15
24,99
64,89
66,54
80,49
10,19
40,22
38,22
96,22
92,54
43,20
49,92
46,55
92,54
33,18
51,5
18,47
59,47
46,7
39,87
46,55
17,37
41,82
83,35
16,11
72,79
10,51
57,47
33,87
18,46
49,7
97,36
26,87
96,21
19,5
92,54
0,18
64,87
46,71
96,66
80,85
46,55
24,15
38,39
10,36
97,58
96,36
82,85
49,22
94,39
40,57
10,15
51,55
96,36
41,82
0,33
92,54
35,43
45,87
28,7
74,45
79,55
97,53
74,45
33,68
96,36
0,5
68,55
96,24
54,79
49,58
68,46
64,36
36,5
41,79
0,15
74,47
92,54
92,54
58,78
72,22
36,28
40,64
51,20
68,55
68,46
64,20
19,87
82,70
58,15
68,55
78,22
28,7
92,54
89,26
18,7
57,94
17,51
94,47
68,55
17,85
40,26
92,54
49,92
97,26
28,7
49,46
87,79
97,47
45,5
85,70
92,21
22,55
92,54
57,83
96,75
80,43
46,55
75,60
80,57
43,36
75,78
96,55
18,85
37,21
81,36
58,47
16,74
81,46
47,71
8,16
80,42
78,47
64,49
80,18
54,46
16,99
85,55
66,55
82,43
58,45
80,66
43,5
33,19
36,76
72,46
58,26
21,87
22,39
40,1
36,37
40,26
64,18
15,47
92,54
40,81
41,79
41,47
97,47
72,41
66,85
53,5
33,43
96,0
78,22
43,47
66,38
68,55
68,46
19,51
66,86
5,87
0,21
38,47
72,22
41,82
51,21
80,26
49,36
16,8
66,43
36,71
18,47
85,70
50,5
66,18
43,15
46,55
0,73
96,55
54,46
64,76
17,70
96,66
41,94
97,1
33,66
74,45
1,18
97,78
46,55
97,45
24,36
43,47
74,45
1,18
80,35
24,71
21,85
49,22
94,15
11,39
96,18
81,55
92,54
11,5
43,47
18,43
74,45
92,54
78,22
82,66
68,55
83,93
96,18
0,1
96,75
80,18
18,55
68,46
92,54
46,55
92,54
51,68
18,55
80,51
36,85
0,11
49,21
85,71
68,55
21,85
10,20
46,55
17,57
24,46
64,57
10,47
5,87
40,0
28,54
92,54
18,99
33,49
43,47
72,78
43,51
43,46
18,55
0,37
47,39
18,92
1,20
25,87
57,26
38,47
46,55
57,43
80,75
26,22
1,20
24,85
24,4
68,47
40,82
64,36
64,36
89,21
36,20
44,79
74,45
66,75
16,8
36,47
81,18
0,71
40,60
39,87
68,55
82,86
7,15
92,54
92,78
68,79
18,55
28,7
92,7
0,66
18,20
96,49
96,18
28,47
0,49
66,70
4,46
1,94
92,54
49,43
49,35
16,8
51,55
97,47
96,58
96,22
87,15
74,75
68,46
43,36
16,22
24,36
43,71
43,68
0,70
75,79
18,75
96,60
36,5
17,49
40,26
33,59
33,10
26,83
96,60
83,54
47,39
49,97
16,15
60,15
89,78
75,60
45,15
24,43
41,92
0,20
64,58
35,54
43,19
96,75
75,22
41,55
41,85
66,10
0,87
20,52
66,15
94,87
66,47
10,36
40,26
8,16
96,15
7,47
96,18
0,36
16,33
5,85
96,86
39,87
92,54
43,78
43,46
58,22
40,43
94,71
49,26
0,26
18,46
38,47
68,70
64,58
54,46
75,43
16,54
64,97
15,87
36,47
58,39
39,71
72,22
49,70
18,43
45,47
33,94
36,47
46,87
92,54
74,36
36,92
39,87
19,46
85,94
64,22
11,71
28,5
66,68
94,71
64,43
82,51
92,22
40,18
18,46
78,79
74,45
38,47
49,46
96,18
96,68
74,45
68,36
66,55
40,0
68,55
83,36
66,47
22,71
68,55
28,37
0,41
16,8
64,15
68,46
36,71
0,36
66,5
21,5
89,57
76,61
43,87
80,55
46,78
49,17
11,46
92,54
38,47
19,51
92,54
36,70
0,49
92,78
49,36
33,25
36,37
72,47
57,66
43,36
78,7
28,7
80,22
19,87
87,71
49,5
25,21
92,54
57,75
50,36
57,87
49,1
8,26
51,43
92,54
0,60
96,18
96,86
66,46
92,54
68,55
40,26
46,55
66,36
74,45
68,55
51,46
41,82
89,58
83,55
10,54
92,54
0,25
66,82
43,70
20,36
41,39
58,75
39,47
46,55
20,54
97,94
96,26
94,87
58,75
68,46
18,47
80,58
33,66
18,55
44,79
80,43
0,60
16,78
68,55
92,54
82,71
36,5
78,39
15,39
35,87
99,59
41,87
49,36
82,43
11,39
46,55
68,93
78,22
92,54
74,45
36,47
80,79
21,55
18,35
85,71
0,99
57,79
0,49
72,39
26,82
20,15
1,39
75,71
18,54
75,47
82,39
96,15
80,81
89,47
24,54
82,36
97,66
41,47
38,47
68,70
33,42
68,46
82,43
40,26
0,26
51,68
58,94
18,83
