3,24,36,38,39,46,47,55,64,66,68,71,76,80,83,87,92,94,96,99
1,10,15,18,20,24,25,36,37,41,43,44,50,60,71,76,79,82,85,96
1,20,36,38,43,44,46,47,49,54,55,61,68,70,75,83,85,86,92,99
1,8,15,16,17,41,44,49,52,64,68,70,71,80,81,82,85,87,94,99
4,5,17,18,22,36,41,42,47,51,54,58,66,72,78,79,80,82,92,96
0,1,15,18,20,25,36,37,45,46,49,51,55,61,68,74,75,80,85,96
4,11,15,22,25,39,46,47,49,54,55,58,61,68,72,80,87,94,96,99
0,1,3,7,15,20,25,36,37,43,44,49,50,52,61,66,70,73,76,93
15,19,24,25,35,36,41,43,44,46,50,55,59,60,68,70,71,81,82,85
0,5,15,18,20,24,36,46,49,51,55,64,66,68,70,74,75,79,80,94
1,8,11,20,24,25,26,39,43,45,53,54,60,61,72,74,76,83,87,92
0,3,5,11,17,18,21,24,46,49,51,55,68,70,73,75,76,85,96,99
0,5,11,18,25,39,41,42,44,54,58,66,75,78,79,80,82,89,92,94
0,1,16,20,21,22,36,39,43,44,46,49,55,57,64,68,71,80,87,94
4,21,22,41,45,47,49,51,58,59,61,66,68,74,78,79,82,87,93,97
3,5,10,18,22,24,26,36,40,41,44,47,50,51,64,73,78,79,80,82
18,22,41,43,46,49,54,66,68,70,71,75,78,80,82,85,87,89,92,94
1,7,36,38,39,43,44,45,47,53,58,59,66,71,72,74,83,87,94,97
0,7,15,19,20,21,24,25,28,37,46,51,55,61,68,71,80,89,96,97
4,8,11,16,20,22,26,35,39,41,55,58,59,66,68,70,82,83,89,97
8,11,16,18,26,38,42,47,54,58,60,66,71,72,82,89,92,93,96,97
0,4,5,18,19,21,22,25,43,46,47,55,60,68,70,75,78,80,81,85
3,10,15,24,26,35,36,39,40,41,43,44,49,57,64,79,82,96,97,99
1,3,5,7,11,19,20,24,33,36,42,46,51,53,55,59,61,68,81,96
7,15,24,25,28,37,39,41,43,44,45,46,55,61,66,68,71,74,87,96
0,1,8,10,20,35,41,43,45,46,50,55,66,68,74,79,82,87,89,97
7,19,20,21,24,25,28,37,40,49,54,55,59,61,71,75,83,92,93,96
0,5,10,17,18,35,36,42,46,49,64,66,75,78,82,87,89,94,96,97
0,25,39,41,43,45,47,49,53,59,66,74,75,78,83,86,87,89,94,97
0,5,8,11,16,18,36,39,40,45,46,54,55,58,60,68,74,76,80,92
0,16,18,38,39,43,47,49,52,66,71,74,76,80,85,87,89,93,94,97
17,22,36,38,42,43,47,49,53,54,58,66,70,73,75,78,80,89,92,96
0,1,4,8,20,22,36,43,46,55,68,70,75,78,79,85,89,93,96,97
0,5,7,15,18,22,26,36,37,40,42,57,58,66,72,78,80,87,94,97
1,3,16,20,35,36,40,41,43,46,53,55,59,61,68,74,82,93,96,97
1,5,17,18,19,24,36,43,44,46,51,54,55,59,64,66,68,80,92,96
0,4,5,36,39,44,46,49,50,53,61,70,71,75,80,81,85,87,93,94
5,18,22,24,35,36,39,41,45,46,49,54,55,66,68,70,74,78,79,92
4,10,18,19,22,25,28,37,41,42,51,55,58,60,66,68,80,82,89,96
8,16,18,20,22,26,38,40,45,46,47,54,55,68,74,79,85,89,92,96
0,1,5,17,20,25,26,33,35,40,43,46,50,55,57,61,68,70,80,85
0,7,19,20,25,26,28,37,40,50,53,59,61,70,71,81,85,87,93,94
1,3,18,20,35,41,43,44,50,53,59,60,71,73,75,80,82,83,94,96
0,5,8,15,16,20,24,25,33,36,39,44,49,66,72,75,83,86,87,94
0,1,11,17,19,36,41,46,54,55,60,66,68,70,75,80,82,85,92,96
3,5,15,21,25,35,36,44,46,50,54,55,66,68,73,76,80,81,85,92
0,1,10,11,15,17,18,20,35,41,43,47,51,58,66,75,80,82,96,99
15,18,22,26,35,38,39,40,43,47,51,54,57,58,66,78,79,87,92,99
5,11,15,21,24,25,36,43,49,50,59,60,64,66,70,75,81,83,85,92
0,4,11,15,18,25,26,36,40,43,49,53,57,59,64,70,83,89,93,94
3,5,10,15,20,21,25,43,44,50,51,52,55,61,68,70,76,81,85,93
0,5,15,26,36,38,39,41,47,51,57,59,66,71,72,73,78,79,82,86
3,5,15,21,25,26,33,36,40,51,52,55,57,58,68,73,83,85,89,96
3,15,18,24,25,37,39,40,46,52,53,55,59,61,64,68,71,75,80,81
11,18,22,35,36,40,41,42,43,47,51,54,57,58,75,78,82,89,92,99
0,1,7,20,21,24,37,41,43,46,47,50,52,55,66,68,80,82,96,97
11,26,33,39,45,49,52,59,60,66,74,75,78,79,85,87,89,92,94,99
1,5,7,20,28,35,38,41,43,47,51,52,53,61,70,71,80,81,82,85
1,3,5,10,11,16,20,36,41,47,50,51,52,54,79,82,92,94,97,99
0,11,18,24,39,41,42,44,47,58,66,71,78,80,82,87,89,94,96,99
0,8,11,15,16,35,36,39,43,44,49,57,60,64,68,71,74,82,87,93
0,1,3,4,20,25,26,36,40,43,44,46,49,50,53,55,57,68,70,71
7,15,19,21,24,28,36,37,39,40,43,44,46,53,55,61,68,73,81,85
0,1,18,20,25,35,46,52,54,55,58,64,66,68,70,71,75,79,92,97
8,10,16,41,44,46,52,53,55,58,59,60,61,64,83,86,87,93,94,97
1,4,5,10,17,18,20,21,25,35,41,46,47,55,68,70,71,82,85,96
0,4,21,22,24,25,41,45,50,54,57,58,64,74,78,79,82,89,92,96
0,1,5,11,21,24,36,38,39,42,47,49,51,52,54,80,83,85,92,99
0,1,4,18,20,21,24,38,47,51,53,58,59,66,70,74,75,85,87,96
