64,96,66,68,39,80,87,55,24,94
96,1,36,41,15,18,82,20,25,60
68,38,75,46,49,83,54,55,86,92
99,70,71,8,15,16,17,80,85,87
66,36,41,42,78,79,80,51,22,58
96,1,36,74,45,46,80,20,85,55
96,99,4,15,80,54,55,22,25,61
0,66,36,70,73,43,44,15,49,52
68,70,41,46,81,50,85,55,25,60
0,68,36,5,75,46,80,20,55,24
1,39,72,11,20,54,87,25,92,61
0,3,68,73,75,46,85,21,55,24
0,66,5,42,11,78,80,18,58,94
64,0,71,39,46,80,49,20,22,87
97,35,41,74,45,79,82,22,58,93
36,5,40,41,10,44,78,47,82,22
66,68,70,46,78,49,18,22,54,92
66,36,38,72,74,43,44,45,47,94
0,89,96,37,7,15,51,21,25,28
97,4,39,8,41,16,20,22,58,59
97,38,71,72,47,16,18,58,60,93
0,68,43,46,80,81,18,19,55,25
96,35,41,43,44,79,49,82,24,57
96,1,36,11,19,51,53,55,24,59
96,66,68,39,74,43,46,15,55,24
97,66,35,41,45,79,82,50,20,89
96,40,75,49,19,83,21,54,24,92
96,64,0,66,36,42,49,18,17,94
97,39,41,74,75,78,49,53,86,89
68,8,11,46,16,18,54,55,58,92
97,38,71,43,47,18,52,87,89,94
96,66,73,42,43,47,17,54,58,92
96,97,1,0,4,43,78,79,20,22
0,58,36,7,40,72,15,18,57,26
68,40,41,46,82,20,53,55,59,61
96,36,5,68,44,46,19,55,24,59
4,70,71,39,75,44,85,87,93,94
68,36,5,74,45,46,54,55,22,92
96,66,41,42,80,82,51,22,25,58
68,38,45,46,79,47,18,22,55,89
35,70,40,43,80,17,50,20,85,57
0,37,7,19,25,26,59,28,93,94
96,1,73,41,80,82,83,50,53,94
33,66,36,5,39,8,44,16,49,83
66,68,36,70,46,92,85,54,55,60
68,36,5,44,46,80,85,54,55,92
96,1,41,43,47,15,80,82,18,20
66,38,40,78,47,18,54,57,58,92
36,70,43,81,49,50,83,21,85,59
64,4,40,11,15,18,57,26,93,94
70,43,44,76,81,51,85,21,55,61
0,5,38,39,72,71,73,41,79,86
33,3,68,58,40,73,15,21,57,26
64,68,40,75,81,18,55,25,59,61
35,41,42,43,47,82,18,51,54,57
0,96,68,43,46,80,82,52,55,24
99,39,75,11,49,89,26,59,60,94
35,5,70,71,41,43,47,80,51,85
97,1,99,3,5,41,11,47,20,94
41,42,78,80,82,18,87,89,58,94
0,64,39,71,8,43,11,44,16,93
1,3,36,71,43,44,49,50,20,53
68,37,7,43,44,46,19,21,55,28
64,97,0,68,46,20,54,55,58,92
8,41,10,16,83,53,58,59,60,94
96,1,68,70,46,17,18,85,55,25
4,41,45,79,82,54,24,89,58,92
0,99,5,38,39,11,47,49,83,51
96,1,4,38,75,18,20,85,24,58
64,0,66,36,38,11,75,47,49,22
0,96,73,41,49,83,51,54,25,92
96,99,68,11,46,54,55,24,87,92
96,68,41,46,92,82,86,55,54,28
64,1,33,37,7,43,44,49,20,28
1,68,70,46,19,20,21,85,55,57
99,38,39,8,72,78,79,16,86,87
96,1,68,70,46,81,20,85,55,89
0,68,37,70,7,43,46,85,55,28
96,66,75,76,60,80,18,54,57,92
66,68,46,17,18,81,51,21,22,55
64,0,96,36,38,11,47,82,18,89
0,38,8,42,78,80,16,18,22,61
5,40,10,76,81,51,83,21,87,60
97,33,66,8,79,16,80,22,57,26
96,1,33,37,10,43,76,24,28,61
1,68,36,43,46,47,80,18,20,55
96,37,7,40,43,19,20,24,26,28
0,64,35,39,43,50,85,25,26,61
96,66,70,78,46,80,18,22,55,25
96,66,68,46,47,18,51,21,55,92
66,68,78,46,80,18,51,54,55,92
96,40,75,53,21,55,24,89,60,93
68,41,46,15,82,54,55,87,57,92
66,36,5,10,78,15,79,49,82,22
96,66,68,37,7,41,75,82,58,28
0,36,41,43,79,80,49,83,54,92
1,36,37,71,40,49,19,52,26,28
1,71,40,43,80,20,54,57,26,92
1,68,71,42,46,17,81,18,54,55
0,97,66,36,5,75,49,18,24,60
1,72,74,11,45,52,53,20,25,58
0,64,36,43,44,80,52,21,93,94
68,70,76,46,51,20,85,55,57,60
96,71,78,47,22,87,54,89,92,94
36,40,41,11,49,20,57,26,60,94
1,3,99,43,75,78,20,85,86,58
1,36,5,92,18,51,82,54,60,93
96,1,37,41,10,43,46,20,55,89
