24,43
36,71
18,92
87,71
92,54
49,1
83,54
49,36
96,18
36,5
45,22
68,55
41,78
49,94
41,82
45,47
49,82
45,15
37,7
66,22
45,47
19,70
82,54
68,55
96,18
97,15
36,5
49,82
74,45
16,22
64,89
96,79
94,87
74,26
21,46
41,18
70,87
74,47
96,51
18,47
40,19
28,37
96,55
58,36
46,55
51,19
41,46
66,22
85,87
40,89
21,70
36,39
40,57
70,71
49,20
49,43
18,75
81,33
0,83
39,15
71,87
24,83
43,37
96,8
87,79
18,55
66,79
49,94
74,78
49,47
46,55
75,68
43,46
41,49
68,20
16,39
40,68
33,37
96,54
10,66
49,47
10,78
40,70
41,22
17,19
43,68
40,47
96,43
18,46
47,55
18,68
49,71
46,55
41,47
66,75
80,49
5,71
68,54
33,51
83,36
74,79
36,5
68,46
54,87
49,36
78,47
24,36
81,5
8,78
92,54
49,94
41,82
49,5
49,43
37,7
0,36
97,75
68,55
75,22
18,70
43,55
94,71
1,83
43,20
36,15
18,75
89,39
18,46
26,15
49,36
43,47
49,22
96,92
49,41
22,47
43,92
19,55
96,18
18,68
41,36
49,87
47,15
43,79
75,68
43,20
41,36
43,15
57,26
60,47
81,43
18,51
54,46
92,54
45,22
19,51
0,49
36,5
36,5
58,47
16,39
10,36
49,55
64,1
68,55
89,78
33,18
80,46
82,85
17,19
94,39
75,54
18,37
66,22
54,55
92,54
81,19
96,26
18,51
33,36
20,87
51,54
94,39
40,68
41,82
43,71
96,37
43,85
57,54
35,54
38,22
18,46
39,47
28,94
66,54
36,5
0,36
49,87
18,43
97,83
50,5
43,15
46,55
58,15
94,87
16,78
66,79
72,79
49,36
94,87
36,45
72,39
96,43
49,92
17,51
33,10
0,82
82,78
80,49
81,21
89,49
72,47
40,43
80,43
68,55
68,55
57,49
19,36
22,79
0,58
43,36
41,82
96,71
92,54
46,55
46,55
94,71
45,47
75,94
0,36
96,58
51,55
41,68
68,54
41,82
71,47
74,39
26,83
40,57
74,47
72,39
96,83
36,94
49,85
54,47
80,68
78,22
49,47
49,75
96,43
36,85
36,47
33,19
33,20
33,43
71,87
41,36
54,22
40,18
94,39
36,47
97,58
68,55
82,47
58,36
18,68
83,36
0,46
51,21
46,55
68,46
37,7
81,17
82,18
38,47
97,28
28,55
41,46
41,68
43,47
54,22
26,47
85,15
36,20
24,83
96,15
24,43
49,36
41,82
49,54
43,47
26,47
40,19
57,26
57,15
43,28
96,43
58,75
36,46
71,87
26,43
81,18
18,20
43,47
18,68
45,79
33,68
18,46
89,86
0,97
70,46
24,49
96,18
64,75
36,55
26,43
0,36
49,54
54,15
36,5
18,66
57,36
11,54
49,55
5,15
96,43
19,47
68,79
1,36
33,43
49,36
26,71
18,55
96,18
96,19
80,43
79,47
57,26
92,54
41,82
58,38
78,22
96,18
45,47
71,87
17,7
92,54
92,22
66,22
28,7
35,55
43,7
41,18
0,96
35,54
46,55
51,46
81,18
66,75
74,45
72,8
43,47
40,0
82,7
0,36
49,5
82,47
0,22
26,37
41,36
66,18
0,97
51,68
74,78
17,35
49,94
96,68
96,40
41,39
51,19
82,37
78,47
43,68
1,43
58,39
36,71
33,43
43,47
57,82
66,43
17,19
41,47
28,37
81,5
57,43
74,79
92,54
36,20
22,15
83,47
24,10
43,51
43,20
82,55
51,46
17,87
51,55
49,82
36,46
49,66
49,5
85,15
49,87
80,18
38,47
38,47
40,57
35,36
41,74
49,54
54,22
57,26
18,51
43,47
92,54
43,7
51,37
68,55
16,78
57,45
17,70
41,47
92,22
94,39
66,75
18,66
68,46
43,47
96,68
41,74
96,18
11,92
89,55
43,46
49,15
