33,43,24,60,94
96,36,71,18,60
96,75,18,54,92
70,71,17,19,87
68,22,55,54,92
64,1,36,45,49
15,80,83,54,94
0,36,49,51,20
96,70,18,21,24
36,5,68,46,80
74,45,78,16,22
68,43,51,19,55
41,78,79,82,58
71,39,49,92,94
97,41,45,82,83
74,45,15,47,26
70,46,79,49,82
74,45,47,79,15
5,37,7,20,24
66,16,54,22,94
97,38,74,45,47
70,71,19,21,94
99,49,82,54,26
68,19,21,55,24
96,66,68,18,55
97,41,79,15,58
36,5,43,81,21
64,36,79,49,82
72,74,45,78,16
16,22,54,57,92
64,0,5,89,60
96,39,47,80,79
64,8,11,87,94
74,15,16,57,26
33,70,46,21,55
41,46,18,82,55
70,71,15,87,25
39,74,45,79,47
96,35,40,18,51
99,41,43,47,18
7,40,19,85,28
33,1,37,43,28
96,64,46,53,55
64,66,36,83,58
96,66,46,55,92
35,68,51,19,85
41,43,46,15,60
66,78,54,22,92
96,4,85,87,60
5,40,41,89,60
70,81,19,51,21
36,39,22,58,94
1,40,75,43,57
0,70,71,21,25
75,47,80,49,20
1,36,5,43,49
75,47,49,18,89
33,81,49,51,21
0,1,66,97,83
39,47,15,82,94
97,71,83,87,94
1,43,83,55,24
37,70,40,43,85
96,97,71,8,10
36,47,79,87,60
68,46,18,85,55
66,75,79,83,60
35,45,49,83,94
38,74,78,47,18
64,43,47,49,92
64,68,46,18,55
68,71,75,20,54
36,37,43,46,55
35,41,43,49,24
68,18,20,21,55
39,8,72,16,22
68,70,40,46,87
33,37,7,43,28
96,68,46,54,55
66,10,46,18,55
64,41,47,49,89
66,10,78,79,22
5,70,40,10,57
97,41,15,82,22
43,47,17,19,85
68,70,10,43,55
37,40,43,47,81
96,68,43,18,24
46,49,18,92,94
68,38,46,47,55
68,75,78,18,55
68,71,49,55,94
70,46,15,18,55
36,41,47,80,89
66,10,75,80,54
64,10,80,49,54
37,5,71,40,19
68,18,54,55,26
33,71,40,19,51
0,36,38,75,83
74,47,16,79,87
36,5,80,83,24
33,68,46,85,55
75,11,54,87,94
0,36,49,87,58
96,64,36,78,47
36,5,49,20,24
36,5,81,19,21
99,8,11,78,22
46,54,55,92,94
0,43,49,87,94
97,36,41,49,82
0,64,36,5,49
33,41,43,49,21
37,7,40,15,26
