24,33,43,94
96,36,60,71
96,18,75,92
70,19,87,71
92,55,54,68
64,49,45,1
94,83,54,15
0,49,51,36
96,24,18,70
36,5,46,68
78,74,45,22
51,19,68,55
41,58,78,79
49,71,94,39
41,82,83,45
74,15,45,47
49,82,46,79
74,47,45,15
5,20,37,7
54,16,66,22
74,45,38,47
19,21,70,71
49,82,99,54
24,68,21,55
96,18,68,55
97,58,79,15
81,43,36,5
64,49,82,79
72,16,74,45
16,57,92,22
64,89,60,0
96,80,47,79
64,11,94,87
16,74,26,15
70,21,46,33
41,18,82,46
15,71,70,87
74,45,79,47
96,18,40,51
41,18,43,47
40,19,28,7
33,43,28,37
96,53,46,55
58,83,36,66
66,92,46,55
51,19,68,35
41,43,46,15
78,66,92,22
96,60,85,87
40,89,60,41
81,19,21,70
36,22,94,39
40,57,75,43
0,21,70,71
49,75,20,47
49,43,36,5
89,49,18,75
81,33,51,21
0,1,66,83
82,39,94,15
97,94,71,87
24,43,83,55
40,43,85,37
96,8,97,71
60,47,87,79
18,85,46,55
66,83,60,79
49,83,45,94
74,18,78,47
64,49,92,47
18,68,46,55
75,68,20,54
43,36,46,55
24,41,43,49
21,68,20,55
16,8,22,39
40,68,46,87
33,43,28,37
96,46,68,54
10,18,66,55
89,49,41,47
10,66,78,22
40,57,10,70
41,97,22,15
17,19,85,43
10,43,68,70
40,43,37,47
96,18,43,68
49,18,46,94
68,47,46,55
18,75,68,55
49,68,94,71
18,15,46,55
80,41,89,47
10,66,75,54
80,49,10,54
40,37,5,71
18,26,68,54
19,33,51,71
0,75,83,36
74,47,87,79
24,83,36,5
33,68,46,55
94,11,54,87
0,49,58,36
96,64,78,47
24,49,36,5
81,21,36,5
8,11,78,22
46,92,54,55
49,43,94,87
41,82,97,49
0,49,36,5
49,43,21,33
26,15,37,7
0,36,5,52
97,75,78,15
96,80,68,55
66,75,92,22
18,66,70,55
1,43,85,55
8,55,94,71
24,1,83,36
1,43,20,60
36,20,44,15
89,18,75,49
89,47,94,39
18,68,66,46
26,75,47,15
0,49,36,39
89,43,39,47
49,18,92,22
96,49,18,92
89,49,74,41
96,66,22,47
24,49,43,92
33,19,68,55
96,33,18,68
18,82,68,45
41,83,36,45
49,51,71,87
33,68,47,15
89,43,78,79
75,68,46,55
57,43,20,68
41,58,36,49
24,43,96,15
57,26,43,36
24,83,60,47
81,43,51,55
96,18,51,68
54,94,46,71
66,92,54,68
78,74,45,22
19,17,51,55
0,49,60,24
0,36,5,71
36,5,54,92
58,43,36,47
16,8,99,39
10,51,36,5
24,49,15,55
64,1,20,94
40,68,46,55
89,58,78,97
40,33,18,17
80,68,21,46
18,82,43,85
17,19,68,71
72,8,94,39
43,75,54,55
18,37,78,7
54,78,66,22
46,43,54,55
46,18,92,54
81,19,28,37
96,24,26,43
81,18,51,46
33,18,36,79
1,20,49,87
43,18,51,54
71,87,94,39
40,33,26,68
41,82,36,92
43,20,21,71
96,40,43,37
74,43,85,55
57,68,54,49
18,35,54,55
97,15,38,22
70,18,46,55
64,39,71,47
81,28,94,7
89,66,92,54
24,36,5,71
0,49,36,60
49,20,71,87
18,43,85,70
99,97,83,39
40,50,36,5
75,43,46,15
18,43,46,55
0,58,45,15
58,92,94,87
16,8,72,78
96,66,22,79
72,0,78,79
64,49,35,36
49,71,94,87
5,74,36,45
72,58,74,39
96,43,46,55
49,92,22,97
81,17,51,19
