24,33,43
36,60,71
96,18,92
19,87,71
92,54,68
64,49,1
83,54,15
49,51,36
96,24,18
36,5,68
78,45,22
19,68,55
41,78,79
49,94,39
41,82,83
74,45,47
49,82,79
74,45,15
5,37,7
54,66,22
45,38,47
19,21,70
49,82,54
68,21,55
96,18,55
97,58,15
43,36,5
49,82,79
72,74,45
16,57,22
64,89,60
96,80,79
64,94,87
16,74,26
70,21,46
41,18,82
15,70,87
74,45,47
96,40,51
18,43,47
40,19,7
33,28,37
96,46,55
58,36,66
66,46,55
51,19,35
41,46,15
66,92,22
60,85,87
40,89,60
19,21,70
36,94,39
40,57,43
21,70,71
49,20,47
49,43,5
49,18,75
81,33,51
0,66,83
82,39,15
97,71,87
24,83,55
40,43,37
96,8,97
47,87,79
18,85,55
66,83,79
49,83,94
74,78,47
64,49,47
68,46,55
75,68,54
43,46,55
41,43,49
68,20,55
16,8,39
40,68,46
33,28,37
96,68,54
10,18,66
49,41,47
10,66,78
40,10,70
41,22,15
17,19,43
43,68,70
40,43,47
96,43,68
49,18,46
47,46,55
18,68,55
49,68,71
15,46,55
80,41,47
10,66,75
80,49,54
37,5,71
18,68,54
19,33,51
75,83,36
74,87,79
24,36,5
33,68,46
94,54,87
0,49,36
96,78,47
24,49,36
81,21,5
8,11,78
46,92,54
49,94,87
41,82,97
49,36,5
49,43,33
26,37,7
0,36,5
97,75,78
96,68,55
75,92,22
18,66,70
43,85,55
8,94,71
1,83,36
1,43,20
36,20,15
89,18,75
89,94,39
18,68,46
26,47,15
49,36,39
43,39,47
49,92,22
96,49,92
49,74,41
66,22,47
49,43,92
33,19,55
96,18,68
18,68,45
41,36,45
49,71,87
33,47,15
43,78,79
75,68,55
57,43,20
41,36,49
24,43,15
57,26,43
24,60,47
81,43,51
96,18,51
54,46,71
92,54,68
74,45,22
19,17,51
0,49,60
36,5,71
36,5,92
58,43,47
16,8,39
10,51,36
49,15,55
64,1,20
68,46,55
89,58,78
40,33,18
80,68,46
82,43,85
17,19,71
72,94,39
75,54,55
18,37,7
54,66,22
43,54,55
46,92,54
81,19,28
96,26,43
18,51,46
33,18,36
1,20,87
18,51,54
71,94,39
40,33,68
41,82,36
43,20,71
96,43,37
74,43,85
57,54,49
35,54,55
97,38,22
18,46,55
39,71,47
81,28,94
89,66,54
24,36,5
0,49,36
49,71,87
18,43,85
99,97,83
50,36,5
75,43,15
18,46,55
0,58,15
92,94,87
16,8,78
96,66,79
72,78,79
49,35,36
71,94,87
5,36,45
72,58,39
96,43,55
49,92,22
81,17,51
33,10,7
0,57,82
41,82,78
80,49,75
81,21,55
80,89,49
72,11,47
40,43,85
80,43,47
96,68,55
89,68,55
57,26,49
51,19,36
54,22,79
0,58,60
43,36,5
41,82,22
96,85,71
92,54,22
68,46,55
81,46,55
35,94,71
45,22,47
46,75,94
0,36,5
96,58,78
51,68,55
41,83,68
66,68,54
41,82,46
7,71,47
74,45,39
26,83,7
40,57,26
74,45,47
72,8,39
96,75,83
36,45,94
49,85,55
66,54,47
80,40,68
45,78,22
49,71,47
49,75,46
96,43,47
36,85,55
0,36,47
33,19,15
33,20,60
33,43,21
1,71,87
41,36,33
75,54,22
40,18,96
87,94,39
43,36,47
97,58,38
66,68,55
82,38,47
97,58,36
18,68,55
18,83,36
0,36,46
17,51,21
68,46,55
94,68,46
28,37,7
81,17,47
24,82,18
43,38,47
97,28,39
28,5,55
41,82,46
41,68,46
43,15,47
54,10,22
80,26,47
85,71,15
36,20,15
24,73,83
96,20,15
24,43,28
49,36,5
41,82,43
49,54,22
96,43,47
26,58,47
40,17,19
57,26,55
72,57,15
43,28,47
96,18,43
89,58,75
41,36,46
70,71,87
40,26,43
81,18,54
18,20,85
43,68,47
18,68,46
0,45,79
33,19,68
41,18,46
64,89,86
0,97,47
70,46,1
24,49,55
96,18,92
64,24,75
36,46,55
26,43,36
0,74,36
49,54,57
49,54,15
83,36,5
89,18,66
96,57,36
97,11,54
49,10,55
33,5,15
96,43,47
81,19,47
24,68,79
0,1,36
33,43,41
0,49,36
26,94,71
40,18,55
96,18,80
96,18,19
80,43,5
64,79,47
57,26,18
35,92,54
8,41,82
58,38,79
38,78,22
96,18,43
39,45,47
35,71,87
17,19,7
92,54,22
54,92,22
97,66,22
28,37,7
35,54,55
43,36,7
41,18,1
0,64,96
18,35,54
80,46,55
51,92,46
81,18,21
66,75,54
74,45,78
72,8,45
43,94,47
40,0,26
82,37,7
0,66,36
24,49,5
82,36,47
0,89,22
26,37,7
41,36,49
66,18,68
0,97,22
18,51,68
16,74,78
81,17,35
49,94,71
96,68,55
96,40,55
41,82,39
51,19,46
41,82,37
82,78,47
18,43,68
1,82,43
58,36,39
36,87,71
33,43,21
58,43,47
57,82,79
18,66,43
17,19,46
41,15,47
28,37,7
81,85,5
64,57,43
74,26,79
66,92,54
43,36,20
72,22,15
58,83,47
24,33,10
43,51,87
43,20,4
82,46,55
17,51,46
81,17,87
51,68,55
0,49,82
36,46,68
49,66,20
0,49,5
21,85,15
49,94,87
80,18,55
66,38,47
78,38,47
40,57,75
35,36,15
41,74,82
46,49,54
78,54,22
57,26,97
18,51,46
43,36,47
26,92,54
43,55,7
51,37,7
18,68,55
16,78,22
57,68,45
17,19,70
41,82,47
35,92,22
89,94,39
51,66,75
18,92,66
18,68,46
96,43,47
96,18,68
41,74,78
96,18,46
11,92,78
89,68,55
54,43,46
49,83,15
49,92,15
43,46,47
71,94,87
89,20,36
0,43,36
57,36,60
64,68,15
43,60,47
49,94,87
81,85,70
0,60,71
81,37,7
80,43,54
74,45,94
45,47,39
49,36,22
0,49,36
97,82,11
92,54,22
82,60,79
0,36,28
82,35,15
68,46,55
80,49,78
43,71,15
66,92,7
96,46,55
33,18,43
40,26,60
41,82,39
18,83,28
57,18,15
57,26,71
75,92,54
58,10,60
0,43,5
80,43,47
60,87,71
66,46,55
41,37,7
18,46,55
94,87,39
83,75,47
96,43,55
96,46,15
73,3,71
18,21,85
97,26,45
74,43,66
36,79,15
24,11,60
89,82,43
96,18,55
96,36,54
21,19,5
80,18,22
8,22,47
68,46,55
66,92,54
81,43,17
54,49,22
81,17,7
78,54,22
33,51,86
18,51,66
78,75,46
83,36,5
80,17,46
43,87,71
33,68,46
19,17,51
41,82,97
83,35,47
87,94,39
16,97,79
51,10,43
43,92,54
33,45,49
75,46,71
49,54,7
0,36,39
57,26,58
21,51,37
40,57,85
46,43,54
49,66,18
64,49,87
96,18,68
43,68,92
17,18,54
92,54,68
24,15,47
87,94,39
96,78,79
97,94,87
96,36,55
40,26,85
37,22,7
0,49,43
40,57,80
10,36,15
51,68,5
24,97,36
96,82,80
64,0,33
49,92,87
26,43,47
24,45,87
36,5,68
64,36,5
79,78,55
97,38,47
72,45,78
33,68,46
81,49,5
0,49,5
51,43,68
68,46,55
75,43,58
46,54,55
78,92,54
41,82,70
36,28,7
83,79,55
0,36,71
82,22,47
81,21,85
33,68,46
66,74,46
74,45,22
0,36,7
40,33,41
1,18,20
81,21,55
18,46,55
75,43,47
81,19,87
81,82,68
11,82,75
96,24,18
40,18,54
68,28,7
33,92,54
89,26,75
24,18,28
0,57,72
19,17,51
94,87,47
37,46,55
96,18,86
24,26,36
82,92,54
49,92,54
0,57,97
64,18,28
92,54,22
97,82,38
97,58,47
74,28,45
18,28,70
18,5,87
66,75,22
75,92,54
57,36,60
43,75,71
80,49,43
33,46,55
28,94,60
80,97,22
7,37,47
60,22,55
96,68,55
18,85,55
33,18,46
24,1,36
92,22,47
74,75,45
81,21,17
43,94,71
97,74,45
49,85,47
79,78,47
