11,20,24,26,33,41,43,47,53,55,60,64,66,68,75,79,80,87,93,94
0,10,11,18,20,24,25,36,40,41,42,44,60,61,64,71,79,83,89,96
17,18,20,21,22,24,36,43,46,49,51,54,55,66,68,75,78,80,92,96
1,4,15,17,19,21,44,51,55,59,68,70,71,75,80,81,83,85,86,87
0,1,5,10,18,22,36,41,46,49,51,54,55,66,68,75,78,79,83,92
0,1,4,5,20,21,36,45,49,55,61,64,66,68,71,75,80,85,92,93
4,10,11,15,22,25,26,46,47,54,55,58,61,76,80,83,87,94,96,99
0,3,7,15,20,26,28,33,36,37,46,49,51,54,55,57,64,66,70,73
1,17,18,20,21,24,25,33,41,46,47,50,55,68,70,76,81,85,87,96
5,15,18,20,21,24,36,38,43,46,49,55,60,64,68,73,75,76,80,85
8,11,16,22,26,39,45,54,55,66,72,74,78,79,86,92,93,94,97,99
0,1,5,19,20,24,43,46,51,55,61,66,68,70,73,75,80,81,83,85
11,15,16,22,35,38,39,41,46,49,58,72,75,78,79,82,86,89,92,94
0,1,20,22,24,36,38,39,46,49,54,58,59,64,71,80,87,92,94,97
0,4,35,36,41,42,45,49,58,61,68,70,71,74,79,82,83,93,94,97
5,15,26,36,38,41,43,45,47,52,57,58,59,74,78,80,82,83,97,99
0,20,35,41,43,46,49,51,54,55,64,70,71,75,79,80,82,85,93,94
0,3,10,15,20,24,38,43,45,47,50,64,66,72,74,75,79,80,82,99
1,5,7,15,17,20,24,25,28,36,37,43,55,60,64,68,73,81,83,85
4,8,16,20,22,35,46,54,55,58,59,66,68,75,89,92,94,96,97,99
11,15,22,24,38,39,43,45,47,60,64,71,72,74,75,78,87,96,97,99
0,1,3,18,19,21,25,43,50,60,64,70,71,73,80,81,85,87,94,96
0,18,20,22,24,26,35,40,41,43,49,54,57,64,80,82,85,92,96,99
5,11,17,18,19,21,24,28,33,36,41,46,49,55,66,68,70,81,85,89
1,15,18,20,21,24,38,40,43,46,54,55,57,66,68,75,78,80,92,96
15,16,20,25,41,44,58,59,60,61,64,72,74,78,79,82,83,87,89,97
1,5,17,19,21,24,36,40,43,44,49,60,70,71,73,81,83,85,92,96
0,10,18,20,22,24,36,41,46,49,60,64,66,71,79,82,92,93,97,99
8,11,16,22,26,38,39,45,49,53,58,60,66,72,74,75,78,89,97,99
8,10,11,16,18,22,26,41,49,54,55,57,58,64,66,72,74,78,92,93
0,1,5,18,20,33,36,43,50,52,58,60,61,64,70,71,85,87,89,94
10,18,38,39,41,42,43,47,54,58,66,75,78,79,80,82,89,92,94,96
4,5,8,11,16,20,22,39,49,58,64,71,78,79,83,86,87,93,94,97
3,7,8,15,16,26,36,37,45,57,58,66,68,72,74,78,79,85,94,97
18,20,21,25,26,28,33,40,41,43,46,53,55,57,60,68,70,81,82,85
4,5,17,18,19,20,21,24,25,36,41,44,46,55,59,60,64,68,82,85
3,4,15,21,24,25,36,43,44,46,50,53,61,70,71,75,85,87,93,94
0,10,26,36,37,39,43,44,45,47,52,57,61,72,74,78,79,89,97,99
7,10,17,18,19,22,28,35,37,38,40,43,47,51,54,79,80,82,92,96
7,11,18,22,38,41,43,46,47,53,60,64,68,75,79,82,89,92,96,99
0,7,17,19,20,25,28,35,37,40,43,50,51,52,64,70,73,80,81,85
1,3,7,19,21,25,26,28,33,36,37,40,43,44,52,61,70,71,93,94
1,3,24,40,41,46,47,53,55,64,66,68,75,80,82,83,85,89,94,96
