33,66,68,43,75,11,79,47,80,20,87,24,60,93,94
96,0,89,64,36,71,41,11,18,83,20,24,25,60,61
96,66,75,43,46,78,80,49,18,51,55,54,22,21,92
1,4,70,71,75,44,15,80,17,81,19,51,21,85,87
0,1,66,68,36,10,75,46,79,49,18,22,55,54,92
64,1,0,66,36,68,5,71,75,45,80,49,85,55,92
96,99,4,10,76,46,15,80,83,54,55,22,26,61,94
0,33,66,64,36,37,70,49,51,20,54,55,57,26,28
96,33,1,68,70,41,76,17,18,20,21,85,55,24,25
36,5,68,73,75,43,76,46,15,80,18,20,85,55,24
97,66,99,72,8,74,11,45,78,79,16,22,54,92,94
66,68,5,70,73,43,75,46,81,51,19,85,55,24,61
38,39,72,41,11,75,78,79,16,49,82,15,89,58,92
64,97,0,71,39,46,80,49,20,54,22,24,58,92,94
0,97,35,68,4,36,41,45,49,82,83,61,58,93,94
36,5,38,58,41,74,43,45,78,15,47,83,57,26,59
35,70,71,41,43,75,46,79,49,82,20,85,54,55,93
64,0,66,99,3,38,72,74,75,43,45,47,79,15,24
1,36,5,37,7,73,43,15,81,83,20,85,24,25,60
96,66,99,4,68,8,75,46,16,55,54,22,89,59,94
96,97,38,39,72,71,74,43,75,45,78,47,15,22,87
0,64,3,70,71,43,80,81,18,19,21,85,87,25,94
0,96,99,40,41,43,80,49,82,18,20,54,22,26,92
33,66,68,5,70,36,46,81,18,19,21,85,55,24,89
96,66,68,38,43,75,46,15,80,18,54,55,24,57,92
64,97,72,41,74,79,15,16,82,83,87,89,58,59,60
1,36,5,70,71,73,43,44,81,49,17,19,21,85,24
64,0,97,66,36,46,79,92,49,82,18,20,22,24,60
66,26,99,38,39,72,74,11,45,78,16,49,22,89,58
64,66,58,72,8,74,11,78,16,55,22,54,57,26,92
64,0,1,33,5,71,43,50,85,87,89,58,60,61,94
96,66,38,39,41,75,43,78,47,80,79,18,82,89,92
64,97,71,8,11,78,79,49,83,20,22,87,58,93,94
66,58,68,36,7,8,72,74,45,78,15,16,79,57,26
33,68,70,41,43,46,81,82,21,85,55,53,57,26,60
36,5,68,4,41,46,17,18,82,20,85,21,55,19,60
3,4,70,71,43,75,44,15,85,21,87,24,25,93,94
97,99,36,39,72,74,43,44,45,10,79,47,57,26,61
96,35,37,7,40,10,47,80,92,18,51,19,82,54,28
64,99,68,38,7,41,43,75,47,79,18,82,22,89,60
37,7,40,73,43,80,17,81,19,51,85,50,20,25,28
33,1,3,36,37,70,71,40,7,43,44,52,28,93,94
96,64,1,66,68,41,46,47,80,82,83,53,55,24,94
64,1,66,33,36,5,39,10,74,44,45,76,16,83,58
96,64,66,68,70,43,75,46,60,80,85,54,55,21,92
1,35,68,36,75,44,46,49,18,51,19,85,54,55,92
96,35,68,4,41,43,46,15,47,82,18,54,55,60,94
96,66,38,41,10,75,28,78,47,83,55,54,22,58,92
96,4,68,5,39,71,46,80,19,83,85,21,87,24,60
0,64,1,5,40,41,43,47,82,24,89,26,60,94,57
3,68,5,70,43,76,80,81,17,19,51,21,20,55,25
