3,18,21,24,37,38,39,40,44,46,47,49,54,55,64,66,68,70,71,75,76,80,82,83,85,87,89,92,94,99
5,10,11,15,18,20,21,24,25,36,37,41,44,46,54,60,61,64,66,71,73,75,79,80,81,82,85,92,96,99
1,17,18,21,25,35,36,38,43,44,46,47,49,51,53,54,55,58,61,68,70,75,81,83,85,86,87,89,92,99
1,3,4,8,10,11,15,16,17,18,19,35,45,49,50,51,52,55,64,66,68,70,71,82,87,93,94,96,97,99
4,5,11,15,22,33,36,37,38,41,42,44,46,49,51,55,58,59,61,64,66,68,72,73,76,78,79,80,82,96
1,5,11,15,17,18,20,21,25,35,36,37,45,46,49,51,53,55,61,64,68,74,75,80,81,85,89,93,96,99
4,11,15,18,20,22,24,25,38,39,41,46,47,49,54,55,58,61,68,71,72,75,78,80,87,92,93,94,96,99
0,1,3,7,11,15,20,25,26,36,37,38,40,43,44,47,49,50,51,52,53,59,61,66,70,73,75,76,94,99
5,15,18,19,20,21,24,25,36,38,41,43,44,46,47,49,50,51,55,59,60,68,70,71,73,80,81,82,85,96
3,5,15,18,20,24,25,36,38,40,44,46,49,51,52,55,61,64,68,70,72,73,74,75,76,79,80,89,94,97
1,8,10,11,16,20,22,24,25,26,39,40,49,53,54,57,58,60,61,66,71,72,74,76,78,83,87,92,93,94
0,4,5,10,11,17,18,19,21,24,35,42,46,49,50,51,53,55,59,68,70,73,75,76,81,82,85,89,96,99
0,1,4,5,11,18,35,36,38,39,41,42,44,46,50,53,58,66,70,73,78,79,82,83,89,93,94,96,97,99
0,5,16,18,20,21,22,36,39,44,46,49,50,51,55,57,59,61,64,68,70,71,78,79,80,81,85,87,94,96
4,7,17,22,26,33,35,36,38,41,44,45,46,47,49,51,57,58,61,68,71,74,78,79,82,87,93,94,97,99
3,5,10,11,22,26,36,38,40,41,43,44,45,47,50,52,57,58,59,61,64,72,73,74,76,78,79,80,82,83
15,19,22,26,33,35,40,41,43,46,49,51,54,55,57,68,70,71,73,75,76,78,79,80,81,82,87,89,92,94
1,4,7,16,17,36,37,38,42,43,44,45,47,49,50,54,55,58,59,66,68,70,71,72,74,83,87,89,94,97
0,7,10,15,17,19,20,21,24,25,28,33,37,46,47,51,54,55,61,64,68,71,75,80,81,85,89,93,96,97
0,3,4,8,10,11,20,22,25,26,38,39,40,41,49,53,58,59,61,68,70,78,79,82,83,89,94,96,97,99
4,8,15,16,18,26,35,38,39,41,42,43,46,47,49,53,55,58,60,64,71,72,79,82,83,87,89,93,96,97
0,1,4,5,18,19,20,21,25,33,35,39,43,46,47,51,55,60,64,68,70,71,73,75,80,81,85,87,96,99
