24,94
36,15
75,92
64,68
36,79
1,45
54,15
49,36
70,55
46,55
72,58
68,55
96,46
49,71
41,82
10,47
49,46
74,45
37,7
4,22
38,47
81,19
49,82
24,19
66,55
97,79
49,21
96,49
89,78
92,54
89,43
43,54
97,79
57,15
68,46
36,5
70,87
46,55
68,55
18,22
40,57
37,94
96,53
66,36
68,55
68,85
82,15
66,92
83,21
40,26
10,70
0,39
26,3
40,25
41,82
80,43
49,75
96,18
97,94
68,46
39,71
1,36
43,37
64,97
83,60
18,85
92,79
49,83
46,55
64,49
0,83
24,11
82,55
49,43
20,21
16,86
68,46
43,37
92,54
66,18
89,47
68,46
40,5
97,22
24,43
43,55
40,37
96,46
96,93
46,55
18,55
60,53
68,15
10,15
66,75
80,54
37,71
26,54
68,71
0,75
74,53
80,36
68,85
49,94
49,36
43,78
36,5
10,20
99,76
96,20
49,71
58,36
0,49
49,43
64,54
0,36
96,83
68,55
66,92
96,66
68,55
8,55
1,36
43,87
20,15
49,71
79,39
18,46
75,15
0,49
58,39
49,92
92,54
49,46
92,79
24,49
51,68
66,92
68,46
43,36
49,71
33,55
58,38
75,68
43,47
11,99
96,43
40,15
68,55
43,21
68,92
94,54
66,75
78,22
19,51
60,36
0,36
92,54
24,93
16,72
51,68
46,55
1,94
68,55
0,99
17,75
80,46
41,82
94,87
58,46
96,55
37,7
92,54
43,70
18,46
81,19
40,43
33,68
18,46
49,87
96,18
1,71
40,33
41,36
43,21
68,55
43,85
89,46
92,55
38,22
85,70
71,39
81,94
92,54
24,71
1,71
96,49
50,43
49,83
96,81
18,46
81,47
97,15
97,10
8,22
66,79
16,74
49,35
94,87
64,36
72,58
43,47
46,55
81,51
96,89
0,5
78,22
96,75
17,85
89,49
38,47
24,26
80,43
68,55
46,87
49,93
19,36
54,22
60,44
0,73
68,55
39,71
0,68
68,46
17,18
0,71
46,55
40,68
0,36
96,66
51,55
82,68
54,55
41,82
7,71
45,78
57,55
40,26
68,55
72,55
75,83
36,94
49,85
10,22
80,68
46,38
49,47
49,46
60,85
36,21
41,75
40,15
96,33
80,36
94,87
41,97
96,46
54,79
94,39
10,47
75,38
89,18
82,47
99,75
49,1
36,60
11,68
20,21
46,55
94,46
28,37
80,70
24,82
1,43
66,22
5,55
82,55
18,99
68,46
64,55
80,58
73,71
81,20
24,73
20,68
0,36
36,5
41,82
49,54
96,47
11,46
37,55
57,26
0,7
96,18
96,1
58,38
24,46
10,70
75,55
81,46
80,18
55,47
18,51
0,46
33,68
41,92
89,86
43,71
1,68
66,68
92,79
96,71
36,55
26,43
0,55
54,55
49,74
49,83
18,46
68,55
92,54
96,47
1,43
96,43
81,21
68,55
1,37
43,47
49,55
57,26
40,26
96,80
96,18
46,55
46,55
57,18
92,54
82,11
58,38
93,22
89,18
45,39
39,87
46,55
94,79
66,74
72,75
3,52
54,55
43,7
96,18
96,64
54,46
80,92
68,46
21,71
66,92
74,45
96,18
71,47
0,80
82,7
0,36
83,5
41,82
0,55
26,7
41,36
80,18
72,79
17,68
74,78
40,70
94,87
96,55
18,85
18,10
81,55
58,74
46,55
18,46
82,53
97,58
94,87
43,36
58,47
57,79
18,43
64,17
46,55
28,46
17,5
64,47
68,46
96,92
43,20
22,15
89,49
68,46
18,43
4,21
18,20
46,55
17,94
85,46
82,15
5,46
57,55
36,55
85,15
49,87
96,5
38,22
38,47
0,26
72,5
82,18
46,54
78,22
40,78
96,18
36,15
35,36
43,47
81,37
10,70
78,39
10,93
19,36
68,55
58,22
49,39
51,92
18,66
66,68
96,1
18,46
41,82
18,85
4,55
68,55
46,55
97,21
96,49
43,47
24,39
20,5
83,43
64,60
64,15
87,71
39,87
81,5
60,79
28,7
35,43
64,54
68,55
64,68
0,36
45,15
49,54
64,41
0,36
35,55
68,55
49,66
0,49
96,7
96,24
55,47
57,60
11,47
64,37
18,66
57,26
10,18
83,7
0,71
25,38
60,71
18,68
82,43
68,55
97,79
83,47
96,55
96,18
73,71
96,85
82,45
43,47
64,15
89,25
89,49
66,54
80,49
10,19
40,22
38,22
96,22
92,54
46,55
49,92
46,55
92,54
46,55
21,85
18,47
59,47
46,7
43,87
21,46
17,37
41,82
83,35
10,11
72,79
10,51
38,47
33,87
18,46
49,7
97,36
26,87
46,55
19,5
68,54
96,18
64,87
46,71
46,55
85,46
68,55
68,15
38,39
10,36
72,97
96,36
82,85
49,22
94,39
40,57
10,15
51,55
46,55
80,82
0,33
11,54
43,55
45,87
43,28
74,52
79,55
97,53
10,54
33,68
96,64
0,5
68,55
96,24
68,46
49,58
68,46
49,46
36,44
55,79
0,15
55,47
68,54
92,54
58,78
72,22
36,28
40,26
51,20
68,55
46,55
64,20
19,87
82,70
96,46
83,68
10,85
28,37
33,92
89,26
18,46
57,94
17,51
94,47
46,55
17,85
0,26
54,22
49,92
97,26
28,7
49,46
87,79
97,47
89,10
68,46
51,46
22,55
92,54
57,83
89,10
68,55
96,46
75,60
80,57
43,55
75,78
96,55
18,85
37,21
81,36
41,47
16,74
81,21
87,71
8,15
49,93
78,47
64,49
64,46
54,46
16,99
85,55
66,92
43,46
58,45
80,66
43,5
33,19
36,44
72,46
58,26
21,71
78,22
40,1
36,37
40,26
64,18
15,47
92,38
40,26
41,79
41,47
97,47
72,41
96,46
53,5
33,43
96,49
89,93
68,55
66,38
18,68
68,46
51,55
64,54
5,87
0,21
38,47
72,22
41,82
51,21
80,26
49,36
64,49
43,47
36,71
18,47
10,54
50,5
66,18
43,15
64,46
0,73
96,18
10,46
64,76
17,70
46,55
41,94
97,1
33,55
74,45
1,18
97,78
18,55
97,45
24,36
43,47
58,45
1,18
80,35
24,71
51,85
64,49
94,15
11,39
46,55
73,81
92,54
18,68
43,47
18,43
74,45
18,54
49,68
41,18
